ROA,REPDTE,ROE,ASSET,CERT,INTINC,NETINC,LIAB,DEP
1.9789597332826616,20200331,18.34,144363,10163,1592,716,129147,128817
1.9459657926138973,20200331,18.36,226333,10165,2648,1113,203186,202699
1.3625156604589574,20200331,10.46,224027,10167,2091,764,194803,194064
1.4941755267447252,20200331,10.5,334970,10168,3771,1249,286827,283686
1.8616014718942395,20200331,22.45,135496,10169,1515,621,124468,123730
1.3485917905845268,20200331,13.88,72924,10174,989,246,65907,61765
0.8365222034350805,20200331,8.11,132325,10175,1232,282,118645,116310
0.8433459496532628,20200331,8.11,97196,10178,962,166,87478,86766
1.9085361645915278,20200331,16.96,50822,10185,582,242,45093,44919
0.6646726487205051,20200331,3.75,39772,10187,245,65,32703,32633
2.2201792533063385,20200331,13.8,143785,10191,1828,806,120868,119975
0.8230520687859982,20200331,9.29,118977,10194,1268,249,108396,107915
0.90040799737381,20200331,8.34,64411,10197,697,144,57590,57427
0.6208441363740586,20200331,4.89,28175,10200,235,44,24549,24491
1.7071971348778519,20200331,20.31,55556,10202,705,230,51172,40813
0.5430435597834471,20200331,4.26,211081,10212,2408,286,184150,157291
2.2987084193906115,20200331,14.12,615031,10214,5683,3485,513602,512446
2.2769152177482623,20200331,25.76,223151,10218,2260,1248,204067,203847
1.4970135155035,20200331,11.83,281017,1022,2267,1042,245303,244895
1.3807794873389674,20200331,13.36,129781,10236,1460,444,116412,116070
1.7698893192444127,20200331,16.59,81425,10243,750,353,73013,72926
1.293481027278417,20200331,14.08,3594586,10248,39139,11416,3264822,3100835
0.692047420589263,20200331,7.15,117036,10250,1296,203,105797,103847
1.9200298257060304,20200331,14.86,67597,10253,626,309,59115,59103
1.318607490616496,20200331,15.8,582828,10255,5112,1894,533209,523547
0.8007692980155608,20200331,6.13,230673,10266,2554,458,201478,201016
1.5883237464101307,20200331,18.25,302284,1027,3328,1187,276130,259574
0.9375696270219688,20200331,6.48,112495,10280,1333,263,96145,95912
2.983696065192356,20200331,26.98,175169,1028,1964,1276,157531,135857
1.6123081645483066,20200331,12.63,1035417,10307,12318,4097,904605,893987
1.2792087368637957,20200331,13.93,678089,10308,8754,2134,615848,591346
0.9513045620838712,20200331,9.69,96012,10315,799,222,86708,83758
0.8875598769605836,20200331,5.09,211969,10317,1706,466,175845,175141
0.1316845332400568,20200331,1.93,97083,10319,1207,32,90388,86205
1.0038760770753743,20200331,6.75,69373,10327,848,180,58648,58538
2.155077194963305,20200331,24.4,81611,10330,854,439,74731,73931
0.5813563174799099,20200331,4.59,432976,10344,5284,617,379028,377064
0.8684811170569845,20200331,9.3,130465,10345,1200,283,118160,117861
1.7731989400430919,20200331,16.73,39471,10352,454,179,35091,34793
0.9368509180431006,20200331,8.59,1849083,10363,24844,4069,1644714,1485503
1.214410799492326,20200331,10.42,321555,10378,3664,970,283733,254265
1.0961210752348687,20200331,8.32,248585,10380,2509,677,215497,206784
0.7857878440795713,20200331,6.65,149667,10382,1554,289,132033,129314
0.8951135716887099,20200331,8.08,357334,10383,2999,808,317115,290766
0.8363390381566317,20200331,7.39,185684,10384,2166,391,164454,163645
1.6645633461341873,20200331,8.64,108914,10407,1207,460,87499,86070
0.23252760226042782,20200331,1.76,6194824,1040,61291,3566,5402234,4699638
1.0928831695515895,20200331,8.76,209810,10434,2022,574,183513,182246
1.100743548622248,20200331,8.88,55883,10437,600,151,49032,48706
0.8658913295664917,20200331,7.59,189230,10438,2018,404,167873,166819
1.545461758445707,20200331,14.36,142896,10446,1208,560,126774,126463
1.2454832822271429,20200331,13.55,95679,10458,1015,296,86962,85145
6.652976970049747,20200331,55.37,179007,10460,1965,3086,155623,155324
0.4777458703543108,20200331,3.99,93550,10464,838,115,81940,81808
1.8415379087315844,20200331,10.09,44940,10469,411,205,36712,36686
2.2637848326416212,20200331,16.01,17754,10471,151,105,15073,14496
1.388245882691928,20200331,16.81,167001,10473,1629,536,154008,153691
0.6411011519117022,20200331,5.37,286749,10474,2971,449,253851,251667
0.9291402609439815,20200331,8.69,356815,1047,3818,817,318553,300485
0.8013239264872398,20200331,5.91,91075,10492,895,184,78862,71134
1.269650244452802,20200331,8.92,135247,10494,1315,422,116081,115649
1.8512005035265369,20200331,14.03,136349,10497,1457,625,118272,116846
1.3824589849166897,20200331,9.46,215967,1049,1759,729,185028,180561
0.8754272436200538,20200331,5.62,111370,10500,1162,243,94296,93909
0.9898836886665816,20200331,5.28,64201,10503,554,165,51619,51544
1.1428116879673331,20200331,11.79,145992,10505,1315,431,130911,127538
0.5223785637268362,20200331,5.76,149072,10520,1567,195,135437,125660
0.5126665382012754,20200331,4.43,327838,10523,2045,429,288414,277510
1.698995869952436,20200331,15.37,161863,10528,1458,651,143897,136425
0.769233052092391,20200331,6.43,171702,10531,2192,324,151395,150470
0.5766421973102677,20200331,5.2,187136,10532,1927,266,166563,166113
0.63432297894353,20200331,6.69,241159,10533,2833,374,218730,197051
1.6795439555262415,20200331,14.14,170451,10561,1863,713,149916,149718
0.5865014886963807,20200331,8.33,33477,10567,372,49,31163,31066
0.29285500349429266,20200331,2.94,40457,10571,414,33,35949,35842
1.1057468447494179,20200331,12.23,101819,10576,1229,282,92459,79405
0.5747750964426817,20200331,5.75,2072126,1058,18576,2962,1866048,1572831
1.0797054982390997,20200331,9.33,151691,10594,1758,402,134506,133800
1.816377032449285,20200331,20.06,178473,10595,2158,812,162072,159027
1.1013056268023012,20200331,10.05,36231,10597,340,95,32372,32333
0.542032700058462,20200331,5.88,131339,105,1418,175,119207,107872
0.5924215968883144,20200331,6.93,341106,10608,3844,503,311752,306865
1.498794866783923,20200331,13.58,767249,1060,8461,2876,682581,627255
1.0178760530433546,20200331,7.35,575481,10618,6802,1449,495907,473102
0.4189172308691634,20200331,3.81,1518327,10619,15777,1572,1351569,1180597
1.4968232527890342,20200331,16.82,99889,10623,967,374,90893,90487
1.2755314349290618,20200331,16.14,114454,10628,879,364,105659,105573
1.3467331099791127,20200331,12.61,5501920,10634,54231,18241,4912829,4698243
0.47596382674916704,20200331,4.87,12693,10635,143,15,11453,10899
0.9576077873387989,20200331,9.4,110231,10637,1274,265,98903,93214
2.1044186336033786,20200331,18.19,216650,10639,2501,1141,190597,177044
1.2060222800869276,20200331,17.02,51032,10641,571,154,47117,47028
1.2335631986979056,20200331,12.35,309782,10643,3864,936,278789,255369
1.7226071782102437,20200331,15.21,52412,10647,518,211,46778,45856
0.7234117563567519,20200331,7.18,446481,10663,3395,790,401060,372938
1.1099736606520845,20200331,13.04,1223874,10667,13195,3326,1120573,1112620
1.1077852686938763,20200331,9.5,110498,10672,1271,297,98455,98295
2.1775610370988963,20200331,18.78,126329,10674,1642,691,111522,108498
0.48326302701374596,20200331,5.25,651916,10677,6623,772,592609,542259
1.1639575430963807,20200331,11.52,456261,10685,4328,1331,409087,348207
1.6071356824299892,20200331,10.22,926445,1068,8809,3700,779771,769327
0.3640924883723512,20200331,4.52,46236,10704,289,41,42585,42482
2.17867674244542,20200331,19.57,224023,10709,2372,1208,199748,198409
0.8723503796739482,20200331,7.19,274244,10719,2095,606,240473,236349
1.7598099343360276,20200331,8.49,515780,1073,5350,2274,407565,404657
0.25073725300243616,20200331,2.71,70864,10741,727,44,64334,58918
1.337660412170733,20200331,8.09,118397,10788,1134,406,98287,78625
1.3421229579424951,20200331,9.2,224663,10791,2183,751,192273,156381
1.2630107795899528,20200331,10.77,117224,10799,1261,366,103439,101884
0.12303433426890692,20200331,0.89,38131,107,313,12,32819,32788
-0.12551551013089476,20200331,-1.01,21844,10803,199,-7,19194,19138
1.233820089647653,20200331,10.55,106481,10804,1049,331,96023,84667
0.7330543104088759,20200331,6.88,40368,10809,288,74,36093,35693
-2.1586466945722487,20200331,-33.52,28175,10816,297,-156,26393,25217
1.429452526938287,20200331,9.99,55196,10820,542,197,47421,47125
1.1258193034314354,20200331,7.46,79876,10821,756,219,68085,67692
1.2686616953467007,20200331,9.63,195868,10829,2052,618,170682,152761
1.1448364590034144,20200331,7.1,250741,10831,2037,723,209952,209182
1.3594384927964536,20200331,11.4,20264,10840,212,69,17823,17788
-2.9725460699511093,20200331,-23.59,33115,10843,285,-247,28890,28750
1.2384824859178574,20200331,9.09,216564,10844,2166,664,186747,181816
0.5055932861317943,20200331,5.26,158652,10845,1596,197,143457,139237
0.9565834266567321,20200331,9.12,226460,10849,2141,536,203536,193153
1.2532603341489215,20200331,11.39,184202,10853,1994,582,163668,159051
0.4178320568954492,20200331,3.43,99368,10855,1082,107,86852,86586
1.0230467187579222,20200331,6.47,91086,10858,632,227,76796,76667
0.5838750142547611,20200331,4.89,133354,10860,1366,192,117773,117052
0.9682673745173744,20200331,7.34,266699,1086,2585,642,231382,191808
2.288310501018104,20200331,15.59,73019,10871,955,413,62433,62213
0.3916373898519841,20200331,3.55,17191,10872,179,17,15269,15258
0.1697792869269949,20200331,1.5,41661,10878,293,16,36787,35032
0.18301443068785972,20200331,1.24,54060,10883,529,25,46109,46054
1.0083363574564654,20200331,8.66,494748,10886,6155,1233,437612,428576
1.4037554893586022,20200331,11.69,318271,10903,3395,1108,281790,249819
0.967802423135317,20200331,9.1,83179,10906,706,200,74342,73594
1.1533924001852458,20200331,8.74,293069,10907,3237,853,253475,232906
1.2352303265345859,20200331,7.95,223136,1090,2252,682,188513,177426
1.2968863547431382,20200331,8.94,244480,10918,2431,783,209096,198997
1.5685621860015189,20200331,9.29,96218,10919,1016,377,79763,79300
1.1842192801543476,20200331,6.04,184173,10920,1343,534,148416,147035
0.7634824885207527,20200331,7.56,141424,10928,1543,265,127501,120302
1.0448238436006791,20200331,11.54,115766,1092,1300,290,105800,100097
1.684952739871744,20200331,12.9,331032,10956,3859,1386,288274,284736
1.7861047931303176,20200331,16.69,650362,10958,7653,2828,582430,523705
0.941180048199366,20200331,7.33,264409,1095,2566,619,230032,227908
1.9827580432321634,20200331,15.63,73982,10960,816,370,64828,60150
0.9073167006910429,20200331,8.73,220764,10962,2421,505,197793,176674
1.0712471718151175,20200331,11.23,119746,10965,1130,319,108242,106734
1.0383558885708946,20200331,9.06,139269,10967,1535,361,123536,120944
1.3842186020697986,20200331,11.55,45394,10969,672,159,40050,39934
0.9293400991758464,20200331,10.36,86409,10971,973,201,78656,72366
1.122555058990931,20200331,9.92,627940,10973,7010,1779,558901,535040
1.37177802327834,20200331,11.22,187253,10976,1980,655,163973,157290
2.11178054320468,20200331,20.29,115149,10980,1368,602,103071,93303
0.3114145406635525,20200331,1.8,34122,10982,251,26,28289,28228
1.432542542395317,20200331,13.69,136274,10984,1745,487,122570,120575
1.6781797655866693,20200331,8.45,2214669,10988,43605,9419,1763944,1716269
4.349875216275973,20200331,31.51,157746,10989,2384,1719,135931,134953
0.2797406570991477,20200331,2.27,67625,1098,548,48,59376,59252
0.8549215021162909,20200331,8,84958,10991,1020,178,76015,67588
1.2843466552239469,20200331,14.14,67210,10993,837,217,61052,55890
1.6033162115887178,20200331,13.46,138320,10998,1425,556,121799,109817
1.7079426794776995,20200331,14.72,230098,109,3424,973,203358,202822
1.4059086159399639,20200331,10.07,147908,11002,1737,518,127180,126508
-0.04752710530224269,20200331,-0.42,69077,11003,997,-8,61249,59934
1.3426633040883742,20200331,14.08,277999,1100,3006,945,251600,233087
0.42040864347621476,20200331,1.81,127101,11013,750,134,96874,95909
0.1813859485867163,20200331,1.76,5826201,11035,45396,2495,5260933,4452109
0.8571376038882932,20200331,6.55,14351898,1105,132499,31001,12460637,11565167
0.9921168619356274,20200331,10.09,41376966,11063,369605,100656,37161392,35373921
0.19725212627643599,20200331,1.15,24565810,110,271973,11866,20479551,18809190
0.7351391847915154,20200331,8.38,1398542,11112,15627,2512,1276959,1108589
-8.79553829921047,20200331,-39.18,380765,11113,4151,-8461,298648,291980
0.711510057430524,20200331,5.3,8991216,11124,87544,15777,7808179,7068954
0.17778530308161192,20200331,1.46,47317,11133,446,21,41622,40520
-0.4974981948195296,20200331,-3.93,316475,11159,3533,-391,276870,242190
1.6725213015521871,20200331,14.68,41016,11175,665,172,36295,30876
0.011582644234945665,20200331,0.13,250747,11178,3230,7,228421,227346
1.650967967299313,20200331,16.08,972786,1117,10406,4041,869851,824996
1.1313610547204673,20200331,11.31,108377,11181,1095,310,97736,96142
1.147653838466834,20200331,8.78,112463,1118,1133,323,98088,97831
1.6549174111850518,20200331,16.7,110737,11225,1090,461,99682,94983
1.1895901634302515,20200331,6.09,323161,11228,2999,967,259084,253646
1.5645378318535457,20200331,16.12,382836,1122,4133,1513,346382,344211
1.2834778897306527,20200331,13.2,129470,11232,1438,421,116370,116147
2.316858069336291,20200331,10.62,65070,11235,537,376,50711,50024
0.9983398698132241,20200331,9.68,885006,11236,9814,2207,793234,780459
0.30512443032074077,20200331,1.72,15500274,11241,179982,11639,12828704,11627136
1.7356887656858295,20200331,12.99,129845,11242,1307,569,111954,111649
1.973582347861092,20200331,17.35,145732,11243,1990,717,129328,128967
1.4614153925933346,20200331,4.19,170912,11252,1649,620,111387,108815
1.8584011744294675,20200331,18.75,116883,11259,1478,557,104827,104131
1.7994953048658149,20200331,13.35,178278,1125,2189,796,154224,142304
1.5561088386982038,20200331,11.79,44465,11261,690,175,38448,37321
1.16810230840342,20200331,10.77,224532,11295,2770,646,200554,193753
0.8470452613706846,20200331,9.93,239986,11299,3027,507,219508,218983
1.3312532501300052,20200331,7.72,29567,11302,267,96,24553,24426
1.1619565837503776,20200331,10.62,538085,11306,4628,1553,477756,476066
1.568078834394733,20200331,11.51,259613,11307,2649,1020,224257,222580
1.339617763458823,20200331,12.57,253155,11310,2484,842,226878,226612
0.6834817250233988,20200331,7.19,107005,11317,1362,178,97145,91588
0.5236326090363501,20200331,4.09,53556,11319,435,71,46551,46469
0.8132708568966446,20200331,9.18,74551,11324,603,151,67802,67478
0.9685423837348917,20200331,7.38,49327,11343,494,121,42817,36323
1.1032997675751448,20200331,8.72,335771,11347,3587,912,293812,258041
1.2057495842242814,20200331,11.97,65353,11352,705,203,58575,51637
0.7824002019097295,20200331,5.42,94311,11355,988,186,80520,75985
3.0700648595824624,20200331,22.3,232323,11358,2830,1720,200834,186726
0.6571021130015594,20200331,6.46,335315,11407,2880,542,301489,273229
0.9470311578735676,20200331,9.19,108701,11409,1029,259,97396,97223
0.8779018825551028,20200331,10.48,59399,11411,707,129,54418,52608
1.8121646370851139,20200331,19.68,158930,11415,1770,705,144591,139022
2.021588569289324,20200331,18.66,31168,11417,361,162,27688,27077
1.871405739888262,20200331,17.95,150532,1141,1705,685,134864,133264
0.8945338118301689,20200331,7.72,251765,11431,2141,549,222995,220749
3.9289334517251944,20200331,22.56,129872,11445,2172,1250,107056,106755
0.6712010445094906,20200331,5.8,109218,11446,1092,178,96566,92077
1.0776529352982696,20200331,10.2,348366,11448,3842,918,312655,288398
1.9321780734930567,20200331,17.62,521477,11459,5564,2419,465739,434451
1.2513528672886565,20200331,12.34,123907,11462,1486,396,110564,106940
1.3837454263222086,20200331,8.82,137366,11463,1391,468,116157,115364
-1.1691047453336005,20200331,-14.28,105248,11466,1166,-299,96972,94493
0.45279943249137794,20200331,3.86,67563,11475,672,75,59707,52520
1.031527881051245,20200331,5.96,181888,11477,1563,463,151921,146837
1.454552680341184,20200331,11.56,435913,1147,4189,1464,385613,381638
1.5964249489173417,20200331,9.79,273991,11482,2963,1086,229333,217700
1.4504005665093977,20200331,11.23,356132,11491,3209,1275,310476,298899
-0.006876650089028059,20200331,-0.05,420740,11492,4696,-7,358333,295864
0.6463645582235638,20200331,8.02,492184,11501,4811,788,452415,444361
1.1821030731364708,20200331,10.52,2150471,11507,18667,6240,1912732,1899639
1.6710980157055255,20200331,11.63,186690,11519,2107,777,159699,156708
0.5177058407452556,20200331,4.66,199719,11521,2707,258,177403,172818
1.3349662598988041,20200331,12,633327,11522,7278,2052,564717,560733
1.3582172299467425,20200331,11.27,322299,11526,3897,1081,283450,270945
1.7214930969831261,20200331,13.88,46847,11527,616,202,41034,40111
0.6476213095215683,20200331,7.46,351908,11539,3277,559,320977,320133
1.2751476166110312,20200331,9.03,244615,11557,2043,785,209830,209637
1.1867099731443596,20200331,7.26,503346,11559,4436,1477,422015,395576
0.985239172695438,20200331,8.62,990932,11569,8873,2427,877550,846056
1.5134577349729126,20200331,15.7,36205,11570,409,132,32776,32696
0.9216340607956622,20200331,7.78,3124256,11578,25775,6901,2767981,2503506
0.654975720877438,20200331,3.6,576994,11580,4676,942,471951,463252
1.5617281862164631,20200331,9.87,145741,11582,1691,577,122040,117372
1.2329768275054351,20200331,10.11,441704,11595,4548,1337,387890,364762
1.0976494227591045,20200331,9.81,209970,11601,1848,577,186668,186104
1.8205204313841892,20200331,14.85,266477,11608,2809,1219,233388,204217
0.8284566084901159,20200331,7.44,325600,11623,3549,662,289785,282143
0.008455050835993152,20200331,0.11,97280,1163,770,2,89848,79180
1.582788455657601,20200331,14.98,713998,1164,6159,2782,636608,584272
1.8581324866503102,20200331,16.25,113589,1165,964,515,100715,100104
1.1917926547849056,20200331,12.42,1800598,11666,19597,5355,1624335,1500784
1.905099988167081,20200331,11.28,136219,11667,1302,644,113102,112817
0.5648704776478304,20200331,6.81,230134,11669,2370,323,211139,198827
1.6453336048549823,20200331,14.3,909462,11670,9461,3757,804342,704049
1.1374764810177902,20200331,8.24,176084,11674,1878,498,152167,145647
0.9539027803797537,20200331,10.75,233580,1167,2095,541,212204,210858
0.8990632409256969,20200331,6.9,139604,11680,1335,319,121029,118420
0.4125625290083028,20200331,1.71,19170,11681,150,20,14478,14403
0.9035039442304164,20200331,6.04,87438,11682,744,197,74300,74155
1.5409856260534083,20200331,10.95,88876,11686,926,344,76586,76440
2.4019472096311087,20200331,18.88,140006,11699,1437,824,122622,122375
1.2981550620258488,20200331,11.3,191506,1169,2019,625,169005,168630
1.5342139367156873,20200331,14.58,249502,11702,2588,953,223239,211806
0.5184105163276169,20200331,5.04,64256,11706,640,84,57536,57345
1.3941873770680349,20200331,10.44,252014,11708,2309,894,217004,216271
1.92978125392474,20200331,17.34,228988,11711,2237,1114,205093,189419
-1.6940973097561853,20200331,-18.46,69263,11715,696,-294,63039,61297
0.7094444796351429,20200331,5.41,15525,11716,124,28,13435,13344
1.4430513617561738,20200331,11.51,102759,11719,1040,365,90007,88783
1.2041298024285587,20200331,10.52,464311,11722,4614,1394,410538,381380
0.5390789156419,20200331,4.43,697474,11729,6662,939,611484,534102
0.952569954356023,20200331,6.79,27706,11731,295,66,23784,23115
0.49032658856940003,20200331,4.33,180357,11732,1769,221,160553,153465
-0.3772427778880073,20200331,-3.71,197036,11734,1765,-183,177906,174311
0.9274263495703461,20200331,7.41,475145,11739,4291,1096,416080,378858
1.1805676397008806,20200331,12.85,223960,11741,2071,653,203625,171617
0.7856932403596332,20200331,8.3,112946,11746,961,220,102283,101619
0.6193439186005135,20200331,5.02,209552,11747,1847,322,183699,178968
0.8311725533925365,20200331,4.69,113549,11750,930,232,93595,93068
1.394330135422772,20200331,5.98,99030,11759,1002,339,76181,72449
0.5302096636668615,20200331,5.15,532348,11763,5439,712,476845,403542
0.9145003923701008,20200331,7.25,82489,11764,812,185,72176,70100
1.4035358865193421,20200331,11.67,415927,11767,4845,1453,365102,323552
0.9193822843022071,20200331,8.31,1099471,11771,10674,2509,980819,930878
1.2227850773830853,20200331,12.59,334729,11777,3011,1028,301728,300702
1.1717740314196272,20200331,12.03,208356,11778,1938,612,187048,145887
0.7809135540179725,20200331,4.59,175075,11782,1493,340,145440,143876
0.8760762403538094,20200331,8.15,168631,11785,2288,363,150648,147568
1.0823357588086482,20200331,11.29,156852,11788,1695,415,141831,131912
1.5428124841867343,20200331,16.65,176561,11792,2120,686,160375,159418
0.8008834369193218,20200331,7.92,700270,11807,7359,1397,629220,543908
0.6470742052288915,20200331,5.43,229446,11810,2212,365,202763,186394
0.5031401335118283,20200331,3.01,55638,11817,460,70,46500,44983
0.8623896971142381,20200331,8.73,105318,11821,1275,226,94879,94030
1.353039701894801,20200331,14.16,186322,11823,1966,620,169097,166187
1.4232841414851254,20200331,14.4,437054,1184,4181,1519,395463,366976
1.1934525670414406,20200331,11.03,569965,11860,5386,1694,507266,493623
0.6835402725616837,20200331,5.83,128235,11862,1342,220,113477,112432
1.2194212751302418,20200331,11.61,1065405,11868,10148,3169,954074,920446
0.15697431998234038,20200331,0.82,39880,11891,266,16,32027,31885
2.1257136255547744,20200331,15.52,158203,11904,1515,828,136447,136213
1.9306928852182257,20200331,16.01,135687,11905,1540,649,119121,118677
3.0854364047958414,20200331,25.14,160220,11907,1717,1334,138337,138023
1.9121008293606738,20200331,10.58,76172,11916,775,366,62250,62208
0.7266861734192511,20200331,5.44,184780,11922,2025,330,160444,159904
1.1799017856400968,20200331,14.78,123199,11932,1082,355,113485,112973
-1.9858729516969105,20200331,-7.3,191313,11934,1580,-835,145990,145438
1.1788005164011437,20200331,13.31,675849,11935,5093,1962,616274,613765
0.25244058771324324,20200331,2.67,383429,11952,4137,240,347313,334145
0.8868370113744833,20200331,6.82,265557,11953,3039,583,231277,220475
0.9489485152925583,20200331,8.05,3674818,11971,33487,8707,3236576,2677535
1.6798375745286394,20200331,16.02,190163,1198,2054,816,169514,169438
0.605236995186739,20200331,4.48,10084024,12010,88167,15049,8761035,7252778
-0.10052132902124321,20200331,-0.72,1799635,12013,10179,-451,1550397,1532587
1.1252831762389954,20200331,8.77,144824,12079,1603,398,126586,126434
-1.1789828265511746,20200331,-4.98,16552,12086,136,-49,12640,12614
1.0421635903269606,20200331,6.94,191299,12087,1668,497,162693,161151
1.2504204340858278,20200331,11.3,25926,12098,291,79,23141,23058
1.2106740077720404,20200331,11.1,790781,1209,8396,2388,702773,696864
0.8750598891711339,20200331,9.75,54770,12107,564,121,49828,47735
1.9603387911327812,20200331,14.4,402426,12113,3809,1952,348014,317751
0.7689257866471231,20200331,6.07,41953,12121,356,80,36643,36610
1.4315836200199756,20200331,7.99,109423,12128,1185,387,89980,75971
0.2155583157535012,20200331,1.95,78224,12135,932,41,69779,62630
1.219430485762144,20200331,12.72,91506,12136,963,273,82990,81812
0.4683113314616809,20200331,3.67,43141,12139,428,49,37713,37389
1.5724288368050998,20200331,14.54,173057,1213,1649,674,154936,154589
1.8768750516626878,20200331,15.84,202815,12149,2399,965,178323,173531
1.0138369458162009,20200331,7.84,146697,12162,1374,368,127774,124146
0.9330295562685017,20200331,6.54,256564,12163,2740,602,220258,209693
1.2718100018976894,20200331,13.8,273673,12166,3022,888,247416,243956
0.9368036397576709,20200331,10.64,145393,1218,1675,340,132347,127253
0.7106535137369054,20200331,6.13,442505,1219,4580,791,390314,384015
0.8783838418228168,20200331,8.28,239172,12201,2263,516,213575,209347
0.5815984903042714,20200331,4.49,593763,12203,5166,851,517284,502131
0.40577154448245667,20200331,4.3,1215948,12204,9709,1223,1099206,927644
0.995601118819079,20200331,8.94,120533,12207,1194,303,108049,99735
0.739340898486549,20200331,7.75,277212,12208,3450,513,250402,248980
1.4855115578223197,20200331,14.86,180246,12214,2112,671,161949,159557
0.991011959041903,20200331,7.42,402375,12219,3900,974,350302,307227
1.2213279243898754,20200331,13.13,94565,12220,1003,283,85930,85700
0.9013889417205878,20200331,9.11,382244,12223,4089,859,344242,318545
-0.5543009648942723,20200331,-6.05,41071,12225,350,-54,37821,37235
0.7366827425824476,20200331,6.71,64655,12226,703,118,57691,55396
0.754140955639501,20200331,7.18,6260701,12229,54615,11715,5603044,5537839
1.7358941178930447,20200331,16.46,215300,12230,2393,934,193128,188955
1.8011295219035668,20200331,16.33,116319,12232,1317,531,103396,95943
1.3475476987090234,20200331,13.05,424954,12241,4473,1459,379444,364391
1.6327420662773346,20200331,12.39,147147,12244,1570,599,128170,85868
1.335325254984415,20200331,11.22,51505,12246,646,181,45306,43640
1.1342590170452762,20200331,10.93,291697,12248,3026,813,261706,254313
-1.4716586598906842,20200331,-13.43,341652,12258,3837,-1251,303838,299387
1.9187597949934347,20200331,17.76,393095,12259,3087,1812,350700,327531
0.9228423209214384,20200331,6.58,7950718,1225,69180,17945,6850798,6184737
0.10119966921302154,20200331,1.21,264373,12266,2605,67,241850,236456
3.6191820772167747,20200331,26.23,94285,12283,852,878,80276,79902
0.6615158014418978,20200331,6.22,19737,12284,166,32,17664,17625
0.9052541017167005,20200331,9.52,295733,12285,3850,655,266147,258527
2.1394729456822597,20200331,19.52,92155,12298,1061,486,82064,78909
1.0251977711886147,20200331,9.42,914881,12299,10166,2218,819800,641173
0.34224255772836504,20200331,3.64,152269,12303,1609,128,138315,137466
0.6965992167678857,20200331,5.75,108322,12305,655,197,94635,94419
-0.6906815104962761,20200331,-4.79,151815,12315,1129,-257,130300,129322
0.9275437208325932,20200331,10.94,476749,12322,5089,1077,437239,380517
1.4529694030235798,20200331,12.95,100767,12325,1035,352,89808,83948
2.6527078611874346,20200331,19.6,303020,12327,3251,1984,261745,257555
1.4071134323626857,20200331,12.96,322825,12331,3298,1143,287600,279692
1.273162032260902,20200331,14.06,125963,12349,1416,398,114441,107711
1.0517784781629897,20200331,5.64,55101,12354,646,146,44677,38917
0.9448558504293189,20200331,8.69,255100,12365,2697,600,226994,219487
0.6131264805611036,20200331,4.65,132707000,12368,1076000,198000,115051000,101756000
1.4918116244615922,20200331,10.13,87408,12372,877,326,74367,73959
0.9735919187074729,20200331,8.63,250796,1237,3082,609,221895,215055
1.2839042665982494,20200331,16.02,2064610,12383,20229,6518,1898006,1843330
0.8593563807556671,20200331,5.72,142991,12384,1249,311,121551,119132
0.9752276337967426,20200331,8.33,228694,12386,2248,554,202514,189274
-0.07160834447825949,20200331,-0.52,95750,12388,671,-17,82578,82364
0.8537163764482689,20200331,6.55,86381,12402,790,189,75015,73010
