cs_sold_date_sk,cs_sold_time_sk,cs_ship_date_sk,cs_bill_customer_sk,cs_bill_cdemo_sk,cs_bill_hdemo_sk,cs_bill_addr_sk,cs_ship_customer_sk,cs_ship_cdemo_sk,cs_ship_hdemo_sk,cs_ship_addr_sk,cs_call_center_sk,cs_catalog_page_sk,cs_ship_mode_sk,cs_warehouse_sk,cs_item_sk,cs_promo_sk,cs_order_number,cs_quantity,cs_wholesale_cost,cs_list_price,cs_sales_price,cs_ext_discount_amt,cs_ext_sales_price,cs_ext_wholesale_cost,cs_ext_list_price,cs_ext_tax,cs_coupon_amt,cs_ext_ship_cost,cs_net_paid,cs_net_paid_inc_tax,cs_net_paid_inc_ship,cs_net_paid_inc_ship_tax,cs_net_profit
2450818,53201,2450823,801,13467,3797,495,801,13467,3797,495,1,63,7,1,110,3,5,56,12.62,28.39,20.72,429.52,1160.32,706.72,1589.84,4.87,1079.09,0.00,81.23,86.10,81.23,86.10,-625.49
2450818,53201,2450820,801,13467,3797,495,801,13467,3797,495,1,53,9,1,79,2,5,1,72.84,73.56,20.59,52.97,20.59,72.84,73.56,1.44,0.00,30.89,20.59,22.03,51.48,52.92,-52.25
2450818,53201,2450870,801,13467,3797,495,801,13467,3797,495,1,9,5,1,55,3,5,84,15.29,25.68,19.51,518.28,1638.84,1284.36,2157.12,32.77,0.00,992.04,1638.84,1671.61,2630.88,2663.65,354.48
2450818,53201,2450867,801,13467,3797,495,801,13467,3797,495,1,84,4,1,20,2,5,67,72.95,173.62,142.36,2094.42,9538.12,4887.65,11632.54,763.04,0.00,4536.57,9538.12,10301.16,14074.69,14837.73,4650.47
2450818,53201,2450831,801,13467,3797,495,801,13467,3797,495,1,66,8,1,61,3,5,78,38.63,110.48,44.19,5170.62,3446.82,3013.14,8617.44,0.00,0.00,2412.54,3446.82,3446.82,5859.36,5859.36,433.68
2450818,53201,2450831,801,13467,3797,495,801,13467,3797,495,1,13,17,1,176,2,5,48,42.89,114.51,16.03,4727.04,769.44,2058.72,5496.48,5.84,623.24,1758.72,146.20,152.04,1904.92,1910.76,-1912.52
2450818,53201,2450831,801,13467,3797,495,801,13467,3797,495,1,37,15,1,50,2,5,93,47.49,54.13,12.44,3877.17,1156.92,4416.57,5034.09,80.98,0.00,754.23,1156.92,1237.90,1911.15,1992.13,-3259.65
2450818,53201,2450877,801,13467,3797,495,801,13467,3797,495,1,17,5,1,1,1,5,16,47.79,61.17,28.13,528.64,450.08,764.64,978.72,13.36,4.50,97.76,445.58,458.94,543.34,556.70,-319.06
,,2450839,,10243,,122,,10243,5567,122,1,,,,49,1,6,33,8.80,23.49,,77.55,,290.40,,34.88,0.00,,,,976.47,1011.35,407.22
2450819,47169,2450892,351,10243,5567,122,351,10243,5567,122,1,47,13,1,116,1,6,63,65.85,181.74,23.62,9961.56,1488.06,4148.55,11449.62,29.76,0.00,3663.45,1488.06,1517.82,5151.51,5181.27,-2660.49
2450819,47169,2450829,351,10243,5567,122,351,10243,5567,122,1,7,13,1,44,2,6,90,47.29,55.32,7.19,4331.70,647.10,4256.10,4978.80,38.82,0.00,1542.60,647.10,685.92,2189.70,2228.52,-3609.00
2450819,47169,2450874,351,10243,5567,122,351,10243,5567,122,1,67,8,1,160,3,6,68,51.19,135.65,82.74,3597.88,5626.32,3480.92,9224.20,337.57,0.00,922.08,5626.32,5963.89,6548.40,6885.97,2145.40
2450819,47169,2450895,351,10243,5567,122,351,10243,5567,122,1,31,17,1,128,2,6,12,35.46,59.57,5.36,650.52,64.32,425.52,714.84,4.50,0.00,250.08,64.32,68.82,314.40,318.90,-361.20
2450819,47169,2450901,351,10243,5567,122,351,10243,5567,122,1,52,16,1,169,2,6,79,49.20,118.57,92.48,2061.11,7305.92,3886.80,9367.03,219.17,0.00,3371.72,7305.92,7525.09,10677.64,10896.81,3419.12
2450819,47169,2450879,351,10243,5567,122,351,10243,5567,122,1,77,5,1,86,3,6,70,77.77,100.32,100.32,0.00,7022.40,5443.90,7022.40,108.14,1615.15,0.00,5407.25,5515.39,5407.25,5515.39,-36.65
2450819,47169,2450902,351,10243,5567,122,351,10243,5567,122,1,104,4,1,104,3,6,16,80.76,117.90,103.75,226.40,1660.00,1292.16,1886.40,27.88,1195.20,660.16,464.80,492.68,1124.96,1152.84,-827.36
2450819,47169,2450907,351,10243,5567,122,351,10243,5567,122,1,105,2,1,32,2,6,22,94.95,173.75,105.98,1490.94,2331.56,2088.90,3822.50,17.25,1468.88,687.94,862.68,879.93,1550.62,1567.87,-1226.22
2450820,64129,2450825,427,19197,5664,106,427,19197,5664,106,1,100,18,1,140,2,7,85,55.58,72.25,47.68,2088.45,4052.80,4724.30,6141.25,121.58,0.00,613.70,4052.80,4174.38,4666.50,4788.08,-671.50
2450820,64129,2450870,427,19197,5664,106,427,19197,5664,106,1,34,9,1,112,1,7,89,7.79,13.39,8.43,441.44,750.27,693.31,1191.71,22.50,0.00,356.89,750.27,772.77,1107.16,1129.66,56.96
2450820,64129,2450828,427,19197,5664,106,427,19197,5664,106,1,63,3,1,172,2,7,70,1.10,1.35,0.64,49.70,44.80,77.00,94.50,3.58,0.00,6.30,44.80,48.38,51.10,54.68,-32.20
2450820,64129,2450877,427,19197,5664,106,427,19197,5664,106,1,70,11,1,151,3,7,98,12.64,29.19,12.25,1660.12,1200.50,1238.72,2860.62,60.02,0.00,1000.58,1200.50,1260.52,2201.08,2261.10,-38.22
2450821,34427,2450879,814,2876,6362,36,763,19088,5819,430,1,83,8,1,38,3,8,78,40.41,88.09,6.16,6390.54,480.48,3151.98,6871.02,33.63,0.00,2129.40,480.48,514.11,2609.88,2643.51,-2671.50
2450821,34427,2450862,814,2876,6362,36,763,19088,5819,430,1,71,20,1,148,2,8,24,33.13,86.13,18.94,1612.56,454.56,795.12,2067.12,9.09,0.00,330.72,454.56,463.65,785.28,794.37,-340.56
2450821,34427,2450892,814,2876,6362,36,763,19088,5819,430,1,62,2,1,56,3,8,88,61.57,91.12,87.47,321.20,7697.36,5418.16,8018.56,307.89,0.00,3046.56,7697.36,8005.25,10743.92,11051.81,2279.20
2450821,34427,2450836,814,2876,6362,36,763,19088,5819,430,1,31,3,1,157,2,8,33,79.68,165.73,97.78,2242.35,3226.74,2629.44,5469.09,64.53,0.00,273.24,3226.74,3291.27,3499.98,3564.51,597.30
2450821,34427,2450901,814,2876,6362,36,763,19088,5819,430,1,89,18,1,115,2,8,7,30.89,78.46,15.69,439.39,109.83,216.23,549.22,5.49,0.00,241.64,109.83,115.32,351.47,356.96,-106.40
2450821,34427,2450823,814,2876,6362,36,763,19088,5819,430,1,71,16,1,121,1,8,50,22.47,28.53,24.53,200.00,1226.50,1123.50,1426.50,85.85,0.00,256.50,1226.50,1312.35,1483.00,1568.85,103.00
2450821,34427,2450826,814,2876,6362,36,763,19088,5819,430,1,1,12,1,80,1,8,24,91.40,95.05,38.02,1368.72,912.48,2193.60,2281.20,54.74,0.00,638.64,912.48,967.22,1551.12,1605.86,-1281.12
2450821,34427,2450852,814,2876,6362,36,763,19088,5819,430,1,44,14,1,58,3,8,84,24.03,29.79,17.57,1026.48,1475.88,2018.52,2502.36,10.92,383.72,650.16,1092.16,1103.08,1742.32,1753.24,-926.36
2450821,34427,2450839,814,2876,6362,36,763,19088,5819,430,1,38,10,1,25,2,8,2,51.27,111.76,103.93,15.66,207.86,102.54,223.52,0.00,0.00,93.86,207.86,207.86,301.72,301.72,105.32
2450821,34427,2450858,814,2876,6362,36,763,19088,5819,430,1,107,9,1,62,3,8,17,38.62,106.59,68.21,652.46,1159.57,656.54,1812.03,33.04,57.97,199.24,1101.60,1134.64,1300.84,1333.88,445.06
2450822,45097,2450867,674,16930,4395,79,674,16930,4395,79,1,88,16,1,44,1,9,34,42.47,118.49,41.47,2618.68,1409.98,1443.98,4028.66,52.45,535.79,1571.14,874.19,926.64,2445.33,2497.78,-569.79
2450822,45097,2450887,674,16930,4395,79,674,16930,4395,79,1,53,13,1,160,3,9,7,67.40,138.17,56.64,570.71,396.48,471.80,967.19,23.78,0.00,483.56,396.48,420.26,880.04,903.82,-75.32
2450822,45097,2450884,674,16930,4395,79,674,16930,4395,79,1,7,7,1,128,1,9,5,17.93,28.86,16.45,62.05,82.25,89.65,144.30,1.64,0.00,15.85,82.25,83.89,98.10,99.74,-7.40
2450822,45097,2450880,674,16930,4395,79,674,16930,4395,79,1,23,5,1,169,2,9,28,8.36,12.37,5.69,187.04,159.32,234.08,346.36,7.96,0.00,58.80,159.32,167.28,218.12,226.08,-74.76
2450822,45097,2450826,674,16930,4395,79,674,16930,4395,79,1,88,13,1,86,3,9,83,61.27,72.29,14.45,4800.72,1199.35,5085.41,6000.07,107.94,0.00,1859.20,1199.35,1307.29,3058.55,3166.49,-3886.06
2450822,45097,2450862,674,16930,4395,79,674,16930,4395,79,1,70,18,1,104,1,9,21,41.74,85.14,6.81,1644.93,143.01,876.54,1787.94,7.15,0.00,697.20,143.01,150.16,840.21,847.36,-733.53
2450823,80602,2450849,276,4458,1703,340,276,4458,1703,340,1,54,19,1,154,1,10,43,79.58,210.09,44.11,7137.14,1896.73,3421.94,9033.87,4.55,1782.92,361.20,113.81,118.36,475.01,479.56,-3308.13
2450823,80602,2450880,276,4458,1703,340,276,4458,1703,340,1,97,2,1,130,1,10,57,21.60,26.35,24.24,120.27,1381.68,1231.20,1501.95,0.00,0.00,600.78,1381.68,1381.68,1982.46,1982.46,150.48
2450823,80602,2450836,276,4458,1703,340,276,4458,1703,340,1,80,15,1,88,1,10,12,83.45,207.79,91.42,1396.44,1097.04,1001.40,2493.48,65.82,0.00,1072.08,1097.04,1162.86,2169.12,2234.94,95.64
2450823,80602,2450872,276,4458,1703,340,276,4458,1703,340,1,34,18,1,16,3,10,75,63.50,133.35,17.33,8701.50,1299.75,4762.50,10001.25,13.25,857.83,1399.50,441.92,455.17,1841.42,1854.67,-4320.58
2450823,80602,2450879,276,4458,1703,340,276,4458,1703,340,1,20,13,1,13,3,10,32,33.46,69.26,67.18,66.56,2149.76,1070.72,2216.32,193.47,0.00,221.44,2149.76,2343.23,2371.20,2564.67,1079.04
2450823,80602,2450849,276,4458,1703,340,276,4458,1703,340,1,1,4,1,133,1,10,30,38.50,57.75,25.41,970.20,762.30,1155.00,1732.50,38.11,0.00,796.80,762.30,800.41,1559.10,1597.21,-392.70
2450823,80602,2450857,276,4458,1703,340,276,4458,1703,340,1,12,18,1,100,3,10,53,9.92,25.69,9.24,871.85,489.72,525.76,1361.57,15.08,112.63,122.43,377.09,392.17,499.52,514.60,-148.67
2450823,80602,2450881,276,4458,1703,340,276,4458,1703,340,1,53,11,1,31,1,10,56,1.84,5.35,3.31,114.24,185.36,103.04,299.60,14.82,0.00,104.72,185.36,200.18,290.08,304.90,82.32
2450823,80602,2450850,276,4458,1703,340,276,4458,1703,340,1,46,9,1,136,1,10,15,79.08,108.33,47.66,910.05,714.90,1186.20,1624.95,21.44,0.00,129.90,714.90,736.34,844.80,866.24,-471.30
2450824,64115,2450830,731,8891,5715,107,731,8891,5715,107,1,20,1,1,104,1,11,56,67.15,77.89,73.99,218.40,4143.44,3760.40,4361.84,290.04,0.00,86.80,4143.44,4433.48,4230.24,4520.28,383.04
2450824,64115,2450908,731,8891,5715,107,731,8891,5715,107,1,3,11,1,32,1,11,84,72.88,149.40,25.39,10416.84,2132.76,6121.92,12549.60,127.96,0.00,5521.32,2132.76,2260.72,7654.08,7782.04,-3989.16
2450824,64115,2450885,731,8891,5715,107,731,8891,5715,107,1,88,16,1,70,2,11,75,39.15,83.38,81.71,125.25,6128.25,2936.25,6253.50,490.26,0.00,62.25,6128.25,6618.51,6190.50,6680.76,3192.00
2450824,64115,2450901,731,8891,5715,107,731,8891,5715,107,1,48,14,1,40,1,11,78,26.89,43.02,11.18,2483.52,872.04,2097.42,3355.56,17.44,0.00,737.88,872.04,889.48,1609.92,1627.36,-1225.38
2450824,64115,2450887,731,8891,5715,107,731,8891,5715,107,1,29,8,1,8,2,11,48,18.55,52.49,49.34,151.20,2368.32,890.40,2519.52,88.10,165.78,604.32,2202.54,2290.64,2806.86,2894.96,1312.14
2450824,64115,2450864,731,8891,5715,107,731,8891,5715,107,1,90,2,1,34,1,11,69,93.62,245.28,208.48,2539.20,14385.12,6459.78,16924.32,0.00,1006.95,7954.32,13378.17,13378.17,21332.49,21332.49,6918.39
2450824,64115,2450827,731,8891,5715,107,731,8891,5715,107,1,105,6,1,43,3,11,22,40.21,95.29,4.76,1991.66,104.72,884.62,2096.38,0.00,0.00,1027.18,104.72,104.72,1131.90,1131.90,-779.90
2450824,64115,2450837,731,8891,5715,107,731,8891,5715,107,1,40,7,1,146,3,11,26,10.72,19.29,4.82,376.22,125.32,278.72,501.54,5.01,0.00,55.12,125.32,130.33,180.44,185.45,-153.40
2450824,64115,2450868,731,8891,5715,107,731,8891,5715,107,1,78,14,1,110,2,11,66,94.58,174.97,85.73,5889.84,5658.18,6242.28,11548.02,396.07,0.00,1500.84,5658.18,6054.25,7159.02,7555.09,-584.10
2450824,,2450842,731,8891,5715,107,,8891,5715,107,1,,19,,79,,11,,,271.40,35.28,5666.88,,,6513.60,0.93,753.58,,,94.07,1916.90,1917.83,-2301.58
2450824,64115,2450879,731,8891,5715,107,731,8891,5715,107,1,69,4,1,55,2,11,12,61.89,86.64,7.79,946.20,93.48,742.68,1039.68,5.60,0.00,239.04,93.48,99.08,332.52,338.12,-649.20
2450825,81128,2450881,748,6752,2773,362,748,6752,2773,362,1,16,6,1,142,3,12,30,78.22,129.06,90.34,1161.60,2710.20,2346.60,3871.80,243.91,0.00,1935.90,2710.20,2954.11,4646.10,4890.01,363.60
2450825,81128,2450827,748,6752,2773,362,748,6752,2773,362,1,95,2,1,73,2,12,68,22.99,26.20,0.78,1728.56,53.04,1563.32,1781.60,4.24,0.00,178.16,53.04,57.28,231.20,235.44,-1510.28
2450825,81128,2450892,748,6752,2773,362,748,6752,2773,362,1,9,16,1,109,3,12,18,67.23,80.67,43.56,667.98,784.08,1210.14,1452.06,7.84,0.00,319.32,784.08,791.92,1103.40,1111.24,-426.06
2450825,81128,2450840,748,6752,2773,362,748,6752,2773,362,1,98,12,1,46,1,12,23,44.46,118.26,75.68,979.34,1740.64,1022.58,2719.98,34.81,0.00,1142.18,1740.64,1775.45,2882.82,2917.63,718.06
2450825,81128,2450888,748,6752,2773,362,748,6752,2773,362,1,14,9,1,38,1,12,44,48.13,59.19,21.30,1667.16,937.20,2117.72,2604.36,46.86,0.00,25.96,937.20,984.06,963.16,1010.02,-1180.52
2450825,81128,2450868,748,6752,2773,362,748,6752,2773,362,1,27,20,1,148,3,12,40,4.37,11.27,9.46,72.40,378.40,174.80,450.80,30.27,0.00,62.80,378.40,408.67,441.20,471.47,203.60
2450826,31835,2450841,22,4180,6833,162,22,4180,6833,162,1,71,19,1,64,1,13,60,85.33,128.84,61.84,4020.00,3710.40,5119.80,7730.40,16.69,3524.88,3555.60,185.52,202.21,3741.12,3757.81,-4934.28
2450826,31835,2450874,22,4180,6833,162,22,4180,6833,162,1,106,13,1,134,1,13,46,47.13,76.35,64.13,562.12,2949.98,2167.98,3512.10,146.90,501.49,350.98,2448.49,2595.39,2799.47,2946.37,280.51
2450826,31835,2450894,22,4180,6833,162,22,4180,6833,162,1,95,18,1,164,2,13,83,64.16,150.13,48.04,8473.47,3987.32,5325.28,12460.79,159.49,0.00,3862.82,3987.32,4146.81,7850.14,8009.63,-1337.96
2450826,31835,2450916,22,4180,6833,162,22,4180,6833,162,1,65,5,1,158,1,13,15,72.17,199.18,161.33,567.75,2419.95,1082.55,2987.70,217.79,0.00,1045.65,2419.95,2637.74,3465.60,3683.39,1337.40
2450826,31835,2450895,22,4180,6833,162,22,4180,6833,162,1,86,3,1,170,2,13,27,90.20,183.10,3.66,4844.88,98.82,2435.40,4943.70,3.91,33.59,2273.94,65.23,69.14,2339.17,2343.08,-2370.17
2450826,31835,2450893,22,4180,6833,162,22,4180,6833,162,1,103,2,1,142,2,13,1,66.72,166.80,106.75,60.05,106.75,66.72,166.80,0.00,0.00,0.00,106.75,106.75,106.75,106.75,40.03
2450826,31835,2450849,22,4180,6833,162,22,4180,6833,162,1,63,2,1,73,3,13,62,2.33,3.86,0.57,203.98,35.34,144.46,239.32,0.00,0.00,18.60,35.34,35.34,53.94,53.94,-109.12
2450826,31835,2450884,22,4180,6833,162,22,4180,6833,162,1,96,16,1,109,2,13,49,51.74,83.81,4.19,3901.38,205.31,2535.26,4106.69,10.26,0.00,862.40,205.31,215.57,1067.71,1077.97,-2329.95
2450826,31835,2450895,22,4180,6833,162,22,4180,6833,162,1,47,19,1,46,3,13,57,34.01,77.54,40.32,2121.54,2298.24,1938.57,4419.78,0.00,0.00,1104.66,2298.24,2298.24,3402.90,3402.90,359.67
2450826,31835,2450856,22,4180,6833,162,22,4180,6833,162,1,6,4,1,38,2,13,29,6.77,12.45,3.61,256.36,104.69,196.33,361.05,1.04,0.00,53.94,104.69,105.73,158.63,159.67,-91.64
2450826,31835,2450914,22,4180,6833,162,22,4180,6833,162,1,56,20,1,148,3,13,4,6.26,14.83,5.04,39.16,20.16,25.04,59.32,0.00,0.00,11.84,20.16,20.16,32.00,32.00,-4.88
2450827,77322,2450877,226,15582,722,470,226,15582,722,470,1,34,14,1,154,3,14,62,64.76,141.82,18.43,7650.18,1142.66,4015.12,8792.84,91.41,0.00,1406.78,1142.66,1234.07,2549.44,2640.85,-2872.46
2450827,77322,2450874,226,15582,722,470,226,15582,722,470,1,81,10,1,130,2,14,33,32.96,58.00,37.70,669.90,1244.10,1087.68,1914.00,111.96,0.00,0.00,1244.10,1356.06,1244.10,1356.06,156.42
2450827,77322,2450911,226,15582,722,470,226,15582,722,470,1,78,6,1,88,2,14,79,32.66,97.32,29.19,5382.27,2306.01,2580.14,7688.28,207.54,0.00,1383.29,2306.01,2513.55,3689.30,3896.84,-274.13
2450827,77322,2450873,226,15582,722,470,226,15582,722,470,1,27,17,1,16,2,14,63,90.78,227.85,209.62,1148.49,13206.06,5719.14,14354.55,396.18,0.00,3588.48,13206.06,13602.24,16794.54,17190.72,7486.92
2450828,39455,2450888,950,12557,1573,461,950,12557,1573,461,1,62,12,1,122,3,15,6,48.56,143.73,137.98,34.50,827.88,291.36,862.38,0.00,0.00,155.22,827.88,827.88,983.10,983.10,536.52
2450828,39455,2450869,950,12557,1573,461,950,12557,1573,461,1,54,12,1,37,1,15,38,62.96,64.84,42.14,862.60,1601.32,2392.48,2463.92,41.31,224.18,1059.44,1377.14,1418.45,2436.58,2477.89,-1015.34
2450828,39455,2450900,950,12557,1573,461,950,12557,1573,461,1,72,19,1,175,2,15,23,57.35,108.39,80.20,648.37,1844.60,1319.05,2492.97,0.00,0.00,1096.87,1844.60,1844.60,2941.47,2941.47,525.55
2450828,39455,2450883,950,12557,1573,461,950,12557,1573,461,1,41,12,1,127,3,15,5,33.22,55.14,18.19,184.75,90.95,166.10,275.70,5.45,0.00,74.40,90.95,96.40,165.35,170.80,-75.15
2450828,39455,2450836,950,12557,1573,461,950,12557,1573,461,1,21,14,1,124,3,15,72,95.14,268.29,233.41,2511.36,16805.52,6850.08,19316.88,840.27,0.00,2704.32,16805.52,17645.79,19509.84,20350.11,9955.44
