inv_date_sk,inv_item_sk,inv_warehouse_sk,inv_quantity_on_hand
2450822,106,1,720
2450822,109,1,212
2450822,110,1,793
2450822,112,1,491
2450822,115,1,62
2450822,116,1,266
2450822,118,1,206
2450822,121,1,679
2450822,122,1,116
2450822,124,1,702
2450822,127,1,922
2450822,128,1,982
2450822,130,1,783
2450822,133,1,614
2450822,134,1,855
2450822,136,1,487
2450822,139,1,829
2450822,140,1,
2450822,142,1,926
2450822,145,1,349
2450822,146,1,663
2450822,148,1,95
2450822,151,1,476
2450822,152,1,956
2450822,154,1,55
2450822,157,1,564
2450822,158,1,650
2450822,160,1,688
2450822,163,1,827
2450822,164,1,716
2450822,166,1,85
2450822,169,1,559
2450822,170,1,437
2450822,172,1,215
2450822,175,1,429
2450822,176,1,614
2450822,178,1,238
2450829,1,1,331
2450829,2,1,201
2450829,4,1,544
2450829,7,1,624
2450829,8,1,100
2450829,10,1,666
2450829,13,1,732
2450829,14,1,143
2450829,16,1,171
2450829,19,1,122
2450829,20,1,859
2450829,22,1,438
2450829,25,1,768
2450829,26,1,696
2450829,28,1,711
2450829,31,1,920
2450829,32,1,405
2450829,34,1,462
2450829,37,1,699
2450829,38,1,342
2450829,40,1,487
2450829,43,1,
2450829,44,1,447
2450829,46,1,18
2450829,49,1,672
2450829,50,1,56
2450829,52,1,642
2450829,55,1,196
2450829,56,1,375
2450829,58,1,950
2450829,61,1,837
2450829,62,1,456
2450829,64,1,256
2450829,67,1,283
2450829,68,1,813
2450829,70,1,431
2450829,73,1,286
2450829,74,1,858
2450829,76,1,740
2450829,79,1,7
2450829,80,1,952
2450829,82,1,309
2450829,85,1,209
2450829,86,1,269
2450829,88,1,638
2450829,91,1,448
2450829,92,1,890
2450829,94,1,209
2450829,97,1,950
2450829,98,1,72
2450829,100,1,235
2450829,103,1,289
2450829,104,1,492
2450829,106,1,311
2450829,109,1,943
2450829,110,1,995
2450829,112,1,314
2450829,115,1,601
2450829,116,1,228
2450829,118,1,170
2450829,121,1,988
2450829,122,1,728
2450829,124,1,852
2450829,127,1,832
2450829,128,1,131
2450829,130,1,894
2450829,133,1,682
2450829,134,1,634
2450829,136,1,538
2450829,139,1,460
2450829,140,1,
2450829,142,1,94
2450829,145,1,151
2450829,146,1,360
2450829,148,1,
2450829,151,1,767
2450829,152,1,236
2450829,154,1,142
2450829,157,1,273
2450829,158,1,
2450829,160,1,57
2450829,163,1,743
2450829,164,1,273
2450829,166,1,73
2450829,169,1,514
2450829,170,1,149
2450829,172,1,924
2450829,175,1,282
2450829,176,1,993
2450829,178,1,734
2450836,1,1,876
2450836,2,1,237
2450836,4,1,949
2450836,7,1,23
2450836,8,1,443
2450836,10,1,749
2450836,13,1,729
2450836,14,1,865
2450836,16,1,630
2450836,19,1,832
2450836,20,1,933
2450836,22,1,65
2450836,25,1,10
2450836,26,1,37
2450836,28,1,616
2450836,31,1,716
2450836,32,1,263
2450836,34,1,334
2450836,37,1,874
2450836,38,1,5
2450836,40,1,719
2450836,43,1,303
2450836,44,1,319
2450836,46,1,953
2450836,49,1,69
2450836,50,1,870
2450836,52,1,157
2450836,55,1,274
2450836,56,1,770
2450836,58,1,406
2450836,61,1,564
2450836,62,1,695
2450836,64,1,60
2450836,67,1,933
2450836,68,1,637
2450836,70,1,627
2450836,73,1,483
2450836,74,1,262
2450836,76,1,716
2450836,79,1,723
2450836,80,1,604
2450836,82,1,951
2450836,85,1,602
2450836,86,1,551
2450836,88,1,323
2450836,91,1,736
2450836,92,1,579
2450836,94,1,429
2450836,97,1,833
2450836,98,1,679
2450836,100,1,631
2450836,103,1,700
2450836,104,1,423
2450836,106,1,897
2450836,109,1,818
2450836,110,1,540
2450836,112,1,62
2450836,115,1,72
2450836,116,1,40
2450836,118,1,110
2450836,121,1,772
2450836,122,1,686
2450836,124,1,300
2450836,127,1,959
2450836,128,1,
2450836,130,1,646
2450836,133,1,94
2450836,134,1,329
2450836,136,1,601
2450836,139,1,370
2450836,140,1,150
2450836,142,1,144
2450836,145,1,350
2450836,146,1,295
2450836,148,1,628
2450836,151,1,
2450836,152,1,22
2450836,154,1,16
2450836,157,1,707
2450836,158,1,453
2450836,160,1,112
2450836,163,1,393
2450836,164,1,798
2450836,166,1,504
2450836,169,1,148
2450836,170,1,885
2450836,172,1,828
2450836,175,1,118
2450836,176,1,917
2450836,178,1,849
2450843,1,1,11
2450843,2,1,51
2450843,4,1,893
2450843,7,1,254
2450843,8,1,82
2450843,10,1,782
2450843,13,1,199
2450843,14,1,588
2450843,16,1,390
2450843,19,1,576
2450843,20,1,327
2450843,22,1,107
2450843,25,1,305
2450843,26,1,979
2450843,28,1,214
2450843,31,1,706
2450843,32,1,16
2450843,34,1,760
2450843,37,1,391
2450843,38,1,186
2450843,40,1,385
2450843,43,1,491
2450843,44,1,736
2450843,46,1,
2450843,49,1,747
2450843,50,1,599
2450843,52,1,604
2450843,55,1,184
2450843,56,1,847
2450843,58,1,81
2450843,61,1,251
2450843,62,1,116
2450843,64,1,609
2450843,67,1,196
2450843,68,1,909
2450843,70,1,779
2450843,73,1,664
2450843,74,1,124
2450843,76,1,788
2450843,79,1,206
2450843,80,1,529
2450843,82,1,213
2450843,85,1,233
2450843,86,1,115
2450843,88,1,664
2450843,91,1,723
2450843,92,1,384
2450843,94,1,344
2450843,97,1,617
2450843,98,1,672
2450843,100,1,377
2450843,103,1,497
2450843,104,1,321
2450843,106,1,932
2450843,109,1,13
2450843,110,1,119
2450843,112,1,675
2450843,115,1,721
2450843,116,1,303
2450843,118,1,109
2450843,121,1,627
2450843,122,1,
2450843,124,1,678
2450843,127,1,907
2450843,128,1,950
2450843,130,1,594
2450843,133,1,746
2450843,134,1,979
2450843,136,1,556
2450843,139,1,939
2450843,140,1,916
2450843,142,1,
2450843,145,1,171
2450843,146,1,372
2450843,148,1,120
2450843,151,1,386
2450843,152,1,646
2450843,154,1,507
2450843,157,1,688
2450843,158,1,132
2450843,160,1,466
2450843,163,1,272
2450843,164,1,464
2450843,166,1,872
2450843,169,1,928
2450843,170,1,699
2450843,172,1,994
2450843,175,1,544
2450843,176,1,385
2450843,178,1,924
2450850,1,1,26
2450850,2,1,634
2450850,4,1,25
2450850,7,1,960
2450850,8,1,124
2450850,10,1,918
2450850,13,1,589
2450850,14,1,84
2450850,16,1,16
2450850,19,1,502
2450850,20,1,934
2450850,22,1,134
2450850,25,1,125
2450850,26,1,534
2450850,28,1,515
2450850,31,1,979
2450850,32,1,107
2450850,34,1,635
2450850,37,1,282
2450850,38,1,299
2450850,40,1,
2450850,43,1,974
2450850,44,1,825
2450850,46,1,879
2450850,49,1,287
2450850,50,1,179
2450850,52,1,864
2450850,55,1,590
2450850,56,1,162
2450850,58,1,
2450850,61,1,837
2450850,62,1,412
2450850,64,1,585
2450850,67,1,811
2450850,68,1,23
2450850,70,1,592
2450850,73,1,7
2450850,74,1,105
2450850,76,1,222
2450850,79,1,545
2450850,80,1,533
2450850,82,1,983
2450850,85,1,913
2450850,86,1,934
2450850,88,1,
2450850,91,1,423
2450850,92,1,397
2450850,94,1,77
2450850,97,1,249
2450850,98,1,373
2450850,100,1,916
2450850,103,1,887
2450850,104,1,598
2450850,106,1,270
2450850,109,1,199
2450850,110,1,665
2450850,112,1,239
2450850,115,1,782
2450850,116,1,46
2450850,118,1,584
2450850,121,1,631
2450850,122,1,516
2450850,124,1,235
2450850,127,1,53
2450850,128,1,487
2450850,130,1,589
2450850,133,1,510
2450850,134,1,566
2450850,136,1,561
2450850,139,1,329
2450850,140,1,
2450850,142,1,629
2450850,145,1,528
2450850,146,1,794
2450850,148,1,371
2450850,151,1,15
2450850,152,1,703
2450850,154,1,
2450850,157,1,580
2450850,158,1,347
2450850,160,1,292
2450850,163,1,247
2450850,164,1,843
2450850,166,1,39
2450850,169,1,401
2450850,170,1,641
2450850,172,1,208
2450850,175,1,194
2450850,176,1,14
2450850,178,1,43
2450857,1,1,557
2450857,2,1,346
2450857,4,1,994
2450857,7,1,532
2450857,8,1,729
2450857,10,1,321
2450857,13,1,934
2450857,14,1,608
2450857,16,1,646
2450857,19,1,298
2450857,20,1,910
2450857,22,1,935
2450857,25,1,525
2450857,26,1,36
2450857,28,1,541
2450857,31,1,407
2450857,32,1,
2450857,34,1,765
2450857,37,1,85
2450857,38,1,460
2450857,40,1,49
2450857,43,1,248
2450857,44,1,
2450857,46,1,369
2450857,49,1,338
2450857,50,1,258
2450857,52,1,321
2450857,55,1,955
2450857,56,1,905
2450857,58,1,968
2450857,61,1,332
2450857,62,1,
2450857,64,1,491
2450857,67,1,684
2450857,68,1,796
2450857,70,1,451
2450857,73,1,427
2450857,74,1,255
2450857,76,1,356
2450857,79,1,848
2450857,80,1,931
2450857,82,1,464
2450857,85,1,517
2450857,86,1,969
2450857,88,1,398
2450857,91,1,263
2450857,92,1,926
2450857,94,1,608
2450857,97,1,956
2450857,98,1,237
2450857,100,1,597
2450857,103,1,520
2450857,104,1,721
2450857,106,1,637
2450857,109,1,470
2450857,110,1,849
2450857,112,1,905
2450857,115,1,965
2450857,116,1,80
2450857,118,1,788
2450857,121,1,293
2450857,122,1,635
2450857,124,1,513
2450857,127,1,356
2450857,128,1,633
2450857,130,1,230
2450857,133,1,403
2450857,134,1,
2450857,136,1,894
2450857,139,1,174
2450857,140,1,38
2450857,142,1,292
2450857,145,1,418
2450857,146,1,716
2450857,148,1,698
2450857,151,1,
2450857,152,1,11
2450857,154,1,866
2450857,157,1,594
2450857,158,1,214
2450857,160,1,876
2450857,163,1,247
2450857,164,1,
2450857,166,1,287
2450857,169,1,615
2450857,170,1,185
2450857,172,1,39
2450857,175,1,
2450857,176,1,281
2450857,178,1,586
2450864,1,1,805
2450864,2,1,796
2450864,4,1,971
2450864,7,1,698
2450864,8,1,3
2450864,10,1,335
2450864,13,1,589
2450864,14,1,76
2450864,16,1,867
2450864,19,1,431
2450864,20,1,
2450864,22,1,366
2450864,25,1,620
2450864,26,1,858
2450864,28,1,28
2450864,31,1,860
2450864,32,1,43
2450864,34,1,570
2450864,37,1,586
2450864,38,1,552
2450864,40,1,32
2450864,43,1,677
2450864,44,1,757
2450864,46,1,328
2450864,49,1,777
2450864,50,1,458
2450864,52,1,912
2450864,55,1,17
2450864,56,1,520
2450864,58,1,367
2450864,61,1,619
2450864,62,1,167
2450864,64,1,553
2450864,67,1,329
2450864,68,1,384
2450864,70,1,774
2450864,73,1,743
2450864,74,1,824
2450864,76,1,485
2450864,79,1,310
2450864,80,1,188
2450864,82,1,234
2450864,85,1,773
2450864,86,1,433
2450864,88,1,276
2450864,91,1,75
2450864,92,1,521
2450864,94,1,218
2450864,97,1,771
2450864,98,1,786
2450864,100,1,570
2450864,103,1,985
2450864,104,1,230
2450864,106,1,501
2450864,109,1,
2450864,110,1,875
2450864,112,1,
2450864,115,1,596
2450864,116,1,249
2450864,118,1,266
2450864,121,1,15
2450864,122,1,232
2450864,124,1,674
2450864,127,1,647
2450864,128,1,934
2450864,130,1,935
2450864,133,1,130
2450864,134,1,6
2450864,136,1,544
2450864,139,1,222
2450864,140,1,22
2450864,142,1,589
2450864,145,1,563
2450864,146,1,559
2450864,148,1,93
2450864,151,1,590
2450864,152,1,972
2450864,154,1,94
2450864,157,1,151
2450864,158,1,791
2450864,160,1,190
2450864,163,1,928
2450864,164,1,
2450864,166,1,385
2450864,169,1,665
2450864,170,1,971
2450864,172,1,778
2450864,175,1,682
2450864,176,1,877
2450864,178,1,3
2450871,1,1,335
2450871,2,1,20
2450871,4,1,524
2450871,7,1,631
2450871,8,1,799
2450871,10,1,137
2450871,13,1,
2450871,14,1,437
2450871,16,1,488
2450871,19,1,45
2450871,20,1,716
2450871,22,1,67
2450871,25,1,
2450871,26,1,428
2450871,28,1,74
2450871,31,1,177
2450871,32,1,635
2450871,34,1,233
2450871,37,1,345
2450871,38,1,717
2450871,40,1,47
2450871,43,1,266
2450871,44,1,539
2450871,46,1,331
2450871,49,1,58
2450871,50,1,441
2450871,52,1,764
2450871,55,1,9
2450871,56,1,35
2450871,58,1,461
2450871,61,1,230
2450871,62,1,214
2450871,64,1,121
2450871,67,1,475
2450871,68,1,203
2450871,70,1,47
2450871,73,1,118
2450871,74,1,773
2450871,76,1,517
2450871,79,1,857
2450871,80,1,37
2450871,82,1,959
2450871,85,1,620
2450871,86,1,239
2450871,88,1,968
2450871,91,1,747
2450871,92,1,255
2450871,94,1,69
2450871,97,1,537
2450871,98,1,142
2450871,100,1,626
2450871,103,1,924
2450871,104,1,742
2450871,106,1,499
2450871,109,1,166
2450871,110,1,720
2450871,112,1,284
2450871,115,1,426
2450871,116,1,960
2450871,118,1,132
2450871,121,1,141
2450871,122,1,162
2450871,124,1,351
2450871,127,1,43
2450871,128,1,187
2450871,130,1,416
2450871,133,1,984
2450871,134,1,794
2450871,136,1,711
2450871,139,1,
2450871,140,1,612
2450871,142,1,393
2450871,145,1,867
2450871,146,1,335
2450871,148,1,701
2450871,151,1,117
2450871,152,1,
2450871,154,1,763
2450871,157,1,526
2450871,158,1,204
2450871,160,1,16
2450871,163,1,999
2450871,164,1,213
2450871,166,1,484
2450871,169,1,
2450871,170,1,923
2450871,172,1,518
2450871,175,1,557
2450871,176,1,596
2450871,178,1,413
2450878,1,1,795
2450878,2,1,573
2450878,4,1,443
2450878,7,1,375
2450878,8,1,15
2450878,10,1,37
2450878,13,1,233
2450878,14,1,733
2450878,16,1,267
2450878,19,1,981
2450878,20,1,268
2450878,22,1,598
2450878,25,1,831
2450878,26,1,436
2450878,28,1,804
2450878,31,1,228
2450878,32,1,756
2450878,34,1,807
2450878,37,1,952
2450878,38,1,793
2450878,40,1,539
2450878,43,1,474
2450878,44,1,367
2450878,46,1,481
2450878,49,1,338
2450878,50,1,320
2450878,52,1,599
2450878,55,1,450
2450878,56,1,574
2450878,58,1,800
2450878,61,1,104
2450878,62,1,85
2450878,64,1,230
2450878,67,1,971
2450878,68,1,914
2450878,70,1,748
2450878,73,1,803
2450878,74,1,214
2450878,76,1,283
2450878,79,1,584
2450878,80,1,639
2450878,82,1,472
2450878,85,1,651
2450878,86,1,777
2450878,88,1,434
2450878,91,1,614
2450878,92,1,97
2450878,94,1,927
2450878,97,1,237
2450878,98,1,57
2450878,100,1,76
2450878,103,1,839
2450878,104,1,123
2450878,106,1,327
2450878,109,1,666
2450878,110,1,950
2450878,112,1,23
2450878,115,1,212
2450878,116,1,455
2450878,118,1,83
2450878,121,1,221
2450878,122,1,479
2450878,124,1,271
2450878,127,1,52
2450878,128,1,901
2450878,130,1,991
2450878,133,1,510
2450878,134,1,
2450878,136,1,694
2450878,139,1,138
2450878,140,1,632
2450878,142,1,369
2450878,145,1,473
2450878,146,1,595
2450878,148,1,144
2450878,151,1,840
2450878,152,1,578
2450878,154,1,444
2450878,157,1,427
2450878,158,1,276
2450878,160,1,998
2450878,163,1,823
2450878,164,1,906
2450878,166,1,329
2450878,169,1,794
2450878,170,1,375
2450878,172,1,450
2450878,175,1,58
2450878,176,1,828
2450878,178,1,39
2450885,1,1,852
2450885,2,1,800
2450885,4,1,481
2450885,7,1,135
2450885,8,1,75
2450885,10,1,402
2450885,13,1,128
2450885,14,1,243
2450885,16,1,695
2450885,19,1,426
2450885,20,1,623
2450885,22,1,214
2450885,25,1,284
2450885,26,1,951
2450885,28,1,
2450885,31,1,561
2450885,32,1,575
2450885,34,1,
2450885,37,1,752
2450885,38,1,396
2450885,40,1,580
2450885,43,1,
2450885,44,1,376
2450885,46,1,515
2450885,49,1,632
2450885,50,1,768
2450885,52,1,89
2450885,55,1,335
2450885,56,1,980
2450885,58,1,158
2450885,61,1,996
2450885,62,1,
2450885,64,1,507
2450885,67,1,979
2450885,68,1,396
2450885,70,1,203
2450885,73,1,400
2450885,74,1,695
2450885,76,1,846
2450885,79,1,175
2450885,80,1,
2450885,82,1,149
2450885,85,1,710
2450885,86,1,690
2450885,88,1,334
2450885,91,1,477
2450885,92,1,
2450885,94,1,385
2450885,97,1,608
2450885,98,1,938
2450885,100,1,565
2450885,103,1,756
2450885,104,1,92
2450885,106,1,598
2450885,109,1,880
2450885,110,1,744
2450885,112,1,822
2450885,115,1,96
2450885,116,1,194
2450885,118,1,758
2450885,121,1,2
2450885,122,1,211
2450885,124,1,755
2450885,127,1,698
2450885,128,1,40
2450885,130,1,595
2450885,133,1,669
2450885,134,1,338
2450885,136,1,648
2450885,139,1,993
2450885,140,1,640
2450885,142,1,587
2450885,145,1,45
2450885,146,1,156
2450885,148,1,380
2450885,151,1,30
2450885,152,1,280
2450885,154,1,976
2450885,157,1,242
2450885,158,1,399
2450885,160,1,
2450885,163,1,888
2450885,164,1,991
2450885,166,1,68
2450885,169,1,986
2450885,170,1,822
2450885,172,1,581
2450885,175,1,671
2450885,176,1,428
2450885,178,1,825
2450892,1,1,364
2450892,2,1,528
2450892,4,1,989
2450892,7,1,3
2450892,8,1,513
2450892,10,1,84
2450892,13,1,234
2450892,14,1,450
2450892,16,1,76
2450892,19,1,906
2450892,20,1,431
2450892,22,1,692
2450892,25,1,821
2450892,26,1,829
2450892,28,1,283
2450892,31,1,410
2450892,32,1,183
2450892,34,1,
2450892,37,1,867
2450892,38,1,296
2450892,40,1,849
2450892,43,1,556
2450892,44,1,122
2450892,46,1,767
2450892,49,1,938
2450892,50,1,221
2450892,52,1,470
2450892,55,1,383
2450892,56,1,767
2450892,58,1,866
2450892,61,1,435
2450892,62,1,55
2450892,64,1,857
2450892,67,1,900
2450892,68,1,773
2450892,70,1,304
2450892,73,1,596
2450892,74,1,692
2450892,76,1,488
2450892,79,1,635
2450892,80,1,997
2450892,82,1,722
2450892,85,1,103
2450892,86,1,899
2450892,88,1,223
2450892,91,1,116
2450892,92,1,983
2450892,94,1,865
2450892,97,1,49
2450892,98,1,628
2450892,100,1,154
2450892,103,1,850
2450892,104,1,917
2450892,106,1,854
2450892,109,1,817
2450892,110,1,930
2450892,112,1,743
2450892,115,1,959
2450892,116,1,
2450892,118,1,665
2450892,121,1,944
2450892,122,1,638
2450892,124,1,837
2450892,127,1,99
2450892,128,1,
2450892,130,1,158
2450892,133,1,956
2450892,134,1,633
2450892,136,1,547
2450892,139,1,266
2450892,140,1,863
2450892,142,1,688
2450892,145,1,119
2450892,146,1,102
2450892,148,1,178
2450892,151,1,388
2450892,152,1,261
2450892,154,1,196
2450892,157,1,756
2450892,158,1,842
2450892,160,1,484
2450892,163,1,688
2450892,164,1,481
2450892,166,1,342
2450892,169,1,877
2450892,170,1,711
2450892,172,1,799
2450892,175,1,170
2450892,176,1,905
2450892,178,1,42
2450899,1,1,557
2450899,2,1,992
2450899,4,1,369
2450899,7,1,847
2450899,8,1,1000
2450899,10,1,377
2450899,13,1,665
2450899,14,1,615
2450899,16,1,891
2450899,19,1,761
2450899,20,1,45
2450899,22,1,712
2450899,25,1,510
2450899,26,1,683
2450899,28,1,912
2450899,31,1,14
2450899,32,1,422
2450899,34,1,218
2450899,37,1,338
2450899,38,1,227
2450899,40,1,266
2450899,43,1,284
2450899,44,1,
2450899,46,1,196
2450899,49,1,206
2450899,50,1,641
2450899,52,1,776
2450899,55,1,623
2450899,56,1,333
2450899,58,1,392
2450899,61,1,
2450899,62,1,201
2450899,64,1,35
2450899,67,1,686
2450899,68,1,98
2450899,70,1,864
2450899,73,1,662
2450899,74,1,823
2450899,76,1,422
2450899,79,1,466
2450899,80,1,334
2450899,82,1,395
2450899,85,1,536
2450899,86,1,107
2450899,88,1,998
2450899,91,1,754
2450899,92,1,361
2450899,94,1,138
2450899,97,1,
2450899,98,1,239
2450899,100,1,585
2450899,103,1,108
2450899,104,1,940
2450899,106,1,615
2450899,109,1,605
2450899,110,1,632
2450899,112,1,205
2450899,115,1,874
2450899,116,1,954
2450899,118,1,89
2450899,121,1,519
2450899,122,1,918
2450899,124,1,205
2450899,127,1,680
2450899,128,1,979
2450899,130,1,61
2450899,133,1,846
2450899,134,1,785
2450899,136,1,843
2450899,139,1,805
2450899,140,1,950
2450899,142,1,121
2450899,145,1,98
2450899,146,1,856
2450899,148,1,73
2450899,151,1,663
2450899,152,1,674
2450899,154,1,961
2450899,157,1,
2450899,158,1,299
2450899,160,1,615
2450899,163,1,236
2450899,164,1,875
2450899,166,1,691
2450899,169,1,189
2450899,170,1,925
2450899,172,1,69
2450899,175,1,607
2450899,176,1,444
2450899,178,1,251
2450906,1,1,753
2450906,2,1,612
2450906,4,1,646
2450906,7,1,92
2450906,8,1,151
2450906,10,1,212
2450906,13,1,181
2450906,14,1,846
2450906,16,1,
2450906,19,1,660
2450906,20,1,982
2450906,22,1,0
2450906,25,1,449
2450906,26,1,87
2450906,28,1,798
2450906,31,1,637
2450906,32,1,491
2450906,34,1,595
2450906,37,1,488
2450906,38,1,399
2450906,40,1,5
2450906,43,1,805
2450906,44,1,303
2450906,46,1,915
2450906,49,1,565
2450906,50,1,
2450906,52,1,612
2450906,55,1,956
2450906,56,1,796
2450906,58,1,952
2450906,61,1,
2450906,62,1,48
2450906,64,1,820
2450906,67,1,1
2450906,68,1,68
2450906,70,1,86
2450906,73,1,464
2450906,74,1,177
2450906,76,1,747
2450906,79,1,776
2450906,80,1,989
2450906,82,1,920
2450906,85,1,884
2450906,86,1,91
2450906,88,1,596
2450906,91,1,902
2450906,92,1,739
2450906,94,1,110
2450906,97,1,732
2450906,98,1,239
2450906,100,1,306
2450906,103,1,923
2450906,104,1,724
2450906,106,1,572
2450906,109,1,154
2450906,110,1,114
2450906,112,1,570
2450906,115,1,590
2450906,116,1,657
2450906,118,1,651
2450906,121,1,469
2450906,122,1,350
2450906,124,1,18
2450906,127,1,401
2450906,128,1,49
2450906,130,1,473
2450906,133,1,440
2450906,134,1,639
2450906,136,1,276
2450906,139,1,731
2450906,140,1,369
2450906,142,1,563
2450906,145,1,827
2450906,146,1,179
2450906,148,1,223
2450906,151,1,703
2450906,152,1,830
2450906,154,1,978
2450906,157,1,986
2450906,158,1,907
2450906,160,1,986
2450906,163,1,
2450906,164,1,11
2450906,166,1,
2450906,169,1,609
2450906,170,1,944
2450906,172,1,279
2450906,175,1,601
2450906,176,1,114
2450906,178,1,819
2450913,1,1,601
2450913,2,1,900
2450913,4,1,48
2450913,7,1,84
2450913,8,1,904
2450913,10,1,919
2450913,13,1,882
2450913,14,1,845
2450913,16,1,
2450913,19,1,346
2450913,20,1,921
2450913,22,1,
2450913,25,1,479
2450913,26,1,231
2450913,28,1,239
2450913,31,1,994
2450913,32,1,492
2450913,34,1,884
2450913,37,1,429
2450913,38,1,503
2450913,40,1,292
2450913,43,1,729
2450913,44,1,
2450913,46,1,964
2450913,49,1,918
2450913,50,1,418
2450913,52,1,799
2450913,55,1,294
2450913,56,1,141
2450913,58,1,705
2450913,61,1,382
2450913,62,1,501
2450913,64,1,458
2450913,67,1,964
2450913,68,1,303
2450913,70,1,588
2450913,73,1,294
2450913,74,1,153
2450913,76,1,767
2450913,79,1,806
2450913,80,1,914
2450913,82,1,277
2450913,85,1,176
2450913,86,1,160
2450913,88,1,
2450913,91,1,543
2450913,92,1,462
2450913,94,1,240
2450913,97,1,530
2450913,98,1,425
2450913,100,1,523
2450913,103,1,157
2450913,104,1,624
2450913,106,1,904
2450913,109,1,544
2450913,110,1,391
2450913,112,1,379
2450913,115,1,169
2450913,116,1,608
2450913,118,1,233
2450913,121,1,706
2450913,122,1,132
2450913,124,1,295
2450913,127,1,445
2450913,128,1,839
2450913,130,1,171
2450913,133,1,243
2450913,134,1,780
2450913,136,1,762
2450913,139,1,436
2450913,140,1,588
2450913,142,1,726
2450913,145,1,319
2450913,146,1,644
2450913,148,1,635
2450913,151,1,318
2450913,152,1,513
2450913,154,1,869
2450913,157,1,206
2450913,158,1,603
2450913,160,1,540
2450913,163,1,824
2450913,164,1,852
2450913,166,1,983
2450913,169,1,888
2450913,170,1,825
2450913,172,1,999
2450913,175,1,597
2450913,176,1,977
2450913,178,1,350
2450920,1,1,432
2450920,2,1,494
2450920,4,1,25
2450920,7,1,755
2450920,8,1,951
2450920,10,1,579
2450920,13,1,643
2450920,14,1,582
2450920,16,1,80
2450920,19,1,742
2450920,20,1,27
2450920,22,1,918
2450920,25,1,451
2450920,26,1,432
2450920,28,1,546
2450920,31,1,460
2450920,32,1,643
2450920,34,1,893
2450920,37,1,313
2450920,38,1,573
2450920,40,1,662
2450920,43,1,138
2450920,44,1,321
2450920,46,1,262
2450920,49,1,46
2450920,50,1,467
2450920,52,1,960
2450920,55,1,557
2450920,56,1,937
2450920,58,1,929
2450920,61,1,115
2450920,62,1,66
2450920,64,1,808
2450920,67,1,286
2450920,68,1,
2450920,70,1,940
2450920,73,1,248
2450920,74,1,968
2450920,76,1,374
2450920,79,1,35
2450920,80,1,773
2450920,82,1,942
2450920,85,1,591
2450920,86,1,359
2450920,88,1,682
2450920,91,1,545
2450920,92,1,866
2450920,94,1,700
