ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2452179,52209,123,944,2078,6045,19,1,2,8,4,38.25,75.73,18.93,38.61,75.72,153.00,302.92,1.85,38.61,37.11,38.96,-115.89
2452179,52209,85,944,2078,6045,19,1,2,8,62,27.39,52.58,2.62,0.00,162.44,1698.18,3259.96,1.62,0.00,162.44,164.06,-1535.74
2452179,52209,171,944,2078,6045,19,1,1,8,42,66.43,107.61,99.00,0.00,4158.00,2790.06,4519.62,291.06,0.00,4158.00,4449.06,1367.94
2452179,52209,107,944,2078,6045,19,1,3,8,45,16.15,21.96,6.80,0.00,306.00,726.75,988.20,24.48,0.00,306.00,330.48,-420.75
2452179,52209,157,944,2078,6045,19,1,3,8,46,6.34,10.96,9.20,0.00,423.20,291.64,504.16,21.16,0.00,423.20,444.36,131.56
2452179,52209,145,944,2078,6045,19,1,3,8,51,84.65,124.43,49.77,0.00,2538.27,4317.15,6345.93,76.14,0.00,2538.27,2614.41,-1778.88
2452179,52209,61,944,2078,6045,19,1,3,8,9,56.13,59.49,30.93,0.00,278.37,505.17,535.41,22.26,0.00,278.37,300.63,-226.80
2452179,,57,944,2078,6045,,,,8,4,,,,,278.60,203.68,366.60,22.28,0.00,278.60,,
2452179,52209,55,944,,,,,1,8,,,72.02,,,,,,,0.00,,5339.62,1141.70
2452179,52209,125,944,2078,6045,19,1,3,8,88,38.23,72.63,39.22,0.00,3451.36,3364.24,6391.44,138.05,0.00,3451.36,3589.41,87.12
2452179,52209,175,944,2078,6045,19,1,3,8,52,63.80,81.02,22.68,0.00,1179.36,3317.60,4213.04,23.58,0.00,1179.36,1202.94,-2138.24
2452496,45986,42,480,5040,4248,385,1,2,9,69,99.85,113.82,110.40,0.00,7617.60,6889.65,7853.58,0.00,0.00,7617.60,7617.60,727.95
2452496,45986,84,480,5040,4248,385,1,1,9,54,42.82,56.09,21.31,0.00,1150.74,2312.28,3028.86,92.05,0.00,1150.74,1242.79,-1161.54
2452496,45986,96,480,5040,4248,385,1,2,9,12,47.60,75.20,65.42,0.00,785.04,571.20,902.40,47.10,0.00,785.04,832.14,213.84
2452496,45986,66,480,5040,4248,385,1,2,9,73,12.17,14.23,11.24,623.59,820.52,888.41,1038.79,5.90,623.59,196.93,202.83,-691.48
2452496,45986,39,480,5040,4248,385,1,2,9,69,34.19,58.46,50.86,0.00,3509.34,2359.11,4033.74,210.56,0.00,3509.34,3719.90,1150.23
2452496,45986,177,480,5040,4248,385,1,3,9,82,69.53,87.60,34.16,0.00,2801.12,5701.46,7183.20,0.00,0.00,2801.12,2801.12,-2900.34
2452496,45986,159,480,5040,4248,385,1,1,9,92,40.12,69.80,53.74,0.00,4944.08,3691.04,6421.60,444.96,0.00,4944.08,5389.04,1253.04
2452496,45986,43,480,5040,4248,385,1,3,9,51,27.27,35.17,34.81,0.00,1775.31,1390.77,1793.67,71.01,0.00,1775.31,1846.32,384.54
2452496,45986,163,480,5040,4248,385,1,3,9,14,26.32,40.00,14.40,0.00,201.60,368.48,560.00,18.14,0.00,201.60,219.74,-166.88
2452496,45986,79,480,5040,4248,385,1,2,9,60,19.62,26.87,15.85,0.00,951.00,1177.20,1612.20,9.51,0.00,951.00,960.51,-226.20
2452496,45986,138,480,5040,4248,385,1,1,9,90,81.63,151.83,113.87,9428.43,10248.30,7346.70,13664.70,40.99,9428.43,819.87,860.86,-6526.83
2452496,45986,93,480,5040,4248,385,1,1,9,87,31.78,63.24,16.44,0.00,1430.28,2764.86,5501.88,57.21,0.00,1430.28,1487.49,-1334.58
2452496,45986,147,480,5040,4248,385,1,3,9,31,15.64,26.43,13.21,0.00,409.51,484.84,819.33,4.09,0.00,409.51,413.60,-75.33
2452496,45986,78,480,5040,4248,385,1,2,9,95,21.29,33.85,20.64,0.00,1960.80,2022.55,3215.75,98.04,0.00,1960.80,2058.84,-61.75
2452496,45986,144,480,5040,4248,385,1,2,9,7,18.65,27.97,20.41,0.00,142.87,130.55,195.79,1.42,0.00,142.87,144.29,12.32
2452496,45986,165,480,5040,4248,385,1,2,9,54,36.99,47.71,27.67,0.00,1494.18,1997.46,2576.34,89.65,0.00,1494.18,1583.83,-503.28
2451966,60226,135,451,13664,6925,15,1,2,10,95,91.80,93.63,75.84,6700.46,7204.80,8721.00,8894.85,5.04,6700.46,504.34,509.38,-8216.66
2451966,60226,101,451,13664,6925,15,1,2,10,83,14.11,27.37,3.28,0.00,272.24,1171.13,2271.71,13.61,0.00,272.24,285.85,-898.89
2451966,60226,27,451,13664,6925,15,1,3,10,20,18.95,33.92,31.88,0.00,637.60,379.00,678.40,51.00,0.00,637.60,688.60,258.60
2451966,60226,23,451,13664,6925,15,1,2,10,51,8.04,8.92,1.07,0.00,54.57,410.04,454.92,4.91,0.00,54.57,59.48,-355.47
2451966,60226,49,451,13664,6925,15,1,2,10,49,72.15,104.61,80.54,0.00,3946.46,3535.35,5125.89,39.46,0.00,3946.46,3985.92,411.11
2451966,60226,1,451,13664,6925,15,1,3,10,85,26.32,50.27,49.26,0.00,4187.10,2237.20,4272.95,334.96,0.00,4187.10,4522.06,1949.90
2451966,60226,139,451,13664,6925,15,1,2,10,62,79.76,102.89,0.00,0.00,0.00,4945.12,6379.18,0.00,0.00,0.00,0.00,-4945.12
2451966,60226,167,451,13664,6925,15,1,2,10,78,41.51,58.94,44.79,0.00,3493.62,3237.78,4597.32,69.87,0.00,3493.62,3563.49,255.84
2451966,60226,155,,,,,1,,10,54,60.42,,,568.63,768.42,3262.68,,17.98,568.63,199.79,217.77,-3062.89
2451966,60226,41,451,13664,6925,15,1,3,10,8,39.39,67.35,28.96,113.52,231.68,315.12,538.80,7.08,113.52,118.16,125.24,-196.96
2452420,68961,55,900,12972,2484,423,1,2,11,59,88.31,106.85,44.87,0.00,2647.33,5210.29,6304.15,211.78,0.00,2647.33,2859.11,-2562.96
2452420,68961,126,900,12972,2484,423,1,2,11,34,2.97,3.35,2.04,0.00,69.36,100.98,113.90,3.46,0.00,69.36,72.82,-31.62
2452420,68961,175,900,12972,2484,423,1,2,11,33,27.13,53.44,2.13,0.00,70.29,895.29,1763.52,2.81,0.00,70.29,73.10,-825.00
2452420,68961,13,900,12972,2484,423,1,1,11,53,75.37,89.69,54.71,0.00,2899.63,3994.61,4753.57,115.98,0.00,2899.63,3015.61,-1094.98
,68961,150,900,12972,,423,,,11,54,,,,0.00,768.42,3873.42,,,,768.42,,
2452420,68961,117,900,12972,2484,423,1,3,11,11,31.70,54.52,47.97,527.67,527.67,348.70,599.72,0.00,527.67,0.00,0.00,-348.70
2452420,68961,69,900,12972,2484,423,1,2,11,66,15.21,26.00,25.22,66.58,1664.52,1003.86,1716.00,111.85,66.58,1597.94,1709.79,594.08
2452420,68961,151,900,12972,2484,423,1,2,11,6,27.17,51.62,25.29,0.00,151.74,163.02,309.72,3.03,0.00,151.74,154.77,-11.28
2452420,68961,67,900,12972,2484,423,1,1,11,27,98.68,195.38,15.63,0.00,422.01,2664.36,5275.26,33.76,0.00,422.01,455.77,-2242.35
2452420,68961,51,900,12972,2484,423,1,1,11,62,55.68,64.03,3.84,233.31,238.08,3452.16,3969.86,0.14,233.31,4.77,4.91,-3447.39
2452420,68961,109,900,12972,2484,423,1,1,11,32,99.10,152.61,132.77,0.00,4248.64,3171.20,4883.52,339.89,0.00,4248.64,4588.53,1077.44
2452420,68961,162,900,12972,2484,423,1,2,11,83,8.10,14.58,8.60,0.00,713.80,672.30,1210.14,64.24,0.00,713.80,778.04,41.50
,68961,132,,,2484,,1,1,11,,59.14,108.81,46.78,0.00,,3311.84,6093.36,,0.00,2619.68,,-692.16
2451206,35137,82,820,5585,3198,434,1,1,12,71,34.79,36.87,19.17,1197.74,1361.07,2470.09,2617.77,8.16,1197.74,163.33,171.49,-2306.76
2451206,35137,94,820,5585,3198,434,1,3,12,15,35.89,63.88,30.66,0.00,459.90,538.35,958.20,41.39,0.00,459.90,501.29,-78.45
2451206,35137,64,820,5585,3198,434,1,1,12,84,76.71,85.14,5.10,0.00,428.40,6443.64,7151.76,21.42,0.00,428.40,449.82,-6015.24
2451206,35137,38,820,5585,3198,434,1,2,12,28,47.85,50.24,19.09,0.00,534.52,1339.80,1406.72,37.41,0.00,534.52,571.93,-805.28
2451206,35137,176,820,5585,3198,434,1,1,12,52,52.19,66.80,26.05,0.00,1354.60,2713.88,3473.60,94.82,0.00,1354.60,1449.42,-1359.28
2451206,35137,158,820,5585,3198,434,1,3,12,47,11.71,22.60,3.61,0.00,169.67,550.37,1062.20,3.39,0.00,169.67,173.06,-380.70
2451206,35137,43,820,5585,3198,434,1,2,12,17,88.36,133.42,53.36,0.00,907.12,1502.12,2268.14,0.00,0.00,907.12,907.12,-595.00
2451206,35137,163,820,5585,3198,434,1,1,12,67,33.28,34.61,19.72,0.00,1321.24,2229.76,2318.87,39.63,0.00,1321.24,1360.87,-908.52
2451206,35137,79,820,5585,3198,434,1,3,12,83,10.26,17.33,9.18,0.00,761.94,851.58,1438.39,45.71,0.00,761.94,807.65,-89.64
2451206,35137,136,820,5585,3198,434,1,1,12,74,82.24,152.96,97.89,0.00,7243.86,6085.76,11319.04,144.87,0.00,7243.86,7388.73,1158.10
,,92,820,5585,3198,434,,,12,92,,,,,2092.08,2280.68,3033.24,,0.00,2092.08,2280.36,-188.60
2450850,65476,20,144,18997,4002,431,1,2,13,76,31.47,56.01,31.36,0.00,2383.36,2391.72,4256.76,143.00,0.00,2383.36,2526.36,-8.36
2450850,65476,4,144,18997,4002,431,1,2,13,66,82.35,137.52,82.51,0.00,5445.66,5435.10,9076.32,0.00,0.00,5445.66,5445.66,10.56
2450850,65476,19,144,18997,4002,431,1,1,13,49,45.22,89.98,40.49,0.00,1984.01,2215.78,4409.02,158.72,0.00,1984.01,2142.73,-231.77
2450850,65476,169,144,18997,4002,431,1,2,13,28,52.96,66.72,40.69,45.57,1139.32,1482.88,1868.16,32.81,45.57,1093.75,1126.56,-389.13
2450850,65476,118,144,18997,4002,431,1,3,13,61,91.85,135.93,88.35,0.00,5389.35,5602.85,8291.73,269.46,0.00,5389.35,5658.81,-213.50
2450850,65476,52,144,18997,4002,431,1,1,13,25,57.47,107.46,105.31,1737.61,2632.75,1436.75,2686.50,35.80,1737.61,895.14,930.94,-541.61
2450850,65476,31,144,18997,4002,431,1,2,13,67,72.87,136.26,109.00,0.00,7303.00,4882.29,9129.42,0.00,0.00,7303.00,7303.00,2420.71
2450850,65476,121,144,18997,4002,431,1,3,13,94,85.50,147.06,57.35,0.00,5390.90,8037.00,13823.64,161.72,0.00,5390.90,5552.62,-2646.10
2450850,65476,152,144,18997,4002,431,1,2,13,68,7.16,12.88,5.66,107.76,384.88,486.88,875.84,8.31,107.76,277.12,285.43,-209.76
2450850,65476,103,144,18997,4002,431,1,1,13,70,45.84,49.50,45.54,0.00,3187.80,3208.80,3465.00,159.39,0.00,3187.80,3347.19,-21.00
2450850,65476,140,144,18997,4002,431,1,2,13,16,92.94,185.88,46.47,0.00,743.52,1487.04,2974.08,44.61,0.00,743.52,788.13,-743.52
2450850,65476,97,144,18997,4002,431,1,1,13,85,38.04,42.98,22.34,0.00,1898.90,3233.40,3653.30,56.96,0.00,1898.90,1955.86,-1334.50
2450850,65476,2,144,18997,4002,431,1,2,13,84,64.63,101.46,14.20,0.00,1192.80,5428.92,8522.64,59.64,0.00,1192.80,1252.44,-4236.12
2450850,65476,16,144,18997,4002,431,1,1,13,33,73.77,138.68,128.97,0.00,4256.01,2434.41,4576.44,0.00,0.00,4256.01,4256.01,1821.60
2450850,65476,7,144,18997,4002,431,1,3,13,96,15.52,21.41,21.41,0.00,2055.36,1489.92,2055.36,61.66,0.00,2055.36,2117.02,565.44
2450850,65476,172,144,18997,4002,431,1,2,13,11,34.03,44.23,42.46,0.00,467.06,374.33,486.53,18.68,0.00,467.06,485.74,92.73
2452217,34167,31,409,12085,4905,153,1,2,14,38,3.27,3.56,0.32,0.00,12.16,124.26,135.28,0.48,0.00,12.16,12.64,-112.10
2452217,34167,121,409,12085,4905,153,1,3,14,57,46.93,80.71,63.76,0.00,3634.32,2675.01,4600.47,327.08,0.00,3634.32,3961.40,959.31
2452217,34167,153,409,12085,4905,153,1,2,14,66,8.34,15.76,15.76,0.00,1040.16,550.44,1040.16,83.21,0.00,1040.16,1123.37,489.72
2452217,34167,103,409,12085,4905,153,1,1,14,33,66.11,114.37,78.91,0.00,2604.03,2181.63,3774.21,104.16,0.00,2604.03,2708.19,422.40
,,141,,12085,,153,1,3,14,,,,,0.00,,4141.28,,483.99,,5377.68,5861.67,1236.40
2452217,34167,97,409,12085,4905,153,1,2,14,18,63.85,119.39,35.81,412.53,644.58,1149.30,2149.02,6.96,412.53,232.05,239.01,-917.25
2452217,34167,3,409,12085,4905,153,1,3,14,75,93.97,122.16,8.55,0.00,641.25,7047.75,9162.00,12.82,0.00,641.25,654.07,-6406.50
2452217,34167,17,409,12085,4905,153,1,3,14,87,59.58,69.11,8.29,0.00,721.23,5183.46,6012.57,57.69,0.00,721.23,778.92,-4462.23
