order_id,customer_id,order_date,region,category,product,quantity,unit_price,amount,status
47,C1047,2024-11-20,West,Home,Lamp,1,173.43,173.43,completed
48,C1134,2024-03-23,West,Beauty,Shampoo,5,14.73,73.65,completed
49,C1076,2024-10-06,North,Home,Candle,5,82.56,412.8,completed
50,C1021,2024-06-06,East,Electronics,Speaker,2,344.2,688.4,pending
51,C1052,2024-06-30,Central,Sports,Jump Rope,2,463.61,927.22,completed
52,C1083,2024-03-31,West,Electronics,Smartwatch,3,393.36,1180.08,completed
53,C1127,2024-05-16,South,Books,Novel,4,437.35,1749.4,completed
54,C1113,2024-04-12,West,Home,Mug Set,2,119.22,238.44,pending
55,C1098,2024-07-23,East,Home,Lamp,3,182.05,546.15,refunded
56,C1204,2024-12-13,Central,Home,Lamp,1,439.74,439.74,completed
57,C1091,2024-10-24,East,Electronics,Headphones,5,222.93,1114.65,pending
58,C1160,2024-08-11,Central,Beauty,Serum,4,450.75,1803.0,completed
59,C1130,2024-01-23,West,Electronics,Keyboard,5,346.55,1732.75,pending
60,C1100,2024-07-05,West,Electronics,Speaker,5,163.81,819.05,completed
61,C1153,2024-09-16,East,Books,Sci-Fi,3,207.17,621.51,completed
62,C1283,2024-03-06,South,Sports,Resistance Band,2,311.59,623.18,completed
63,C1207,2024-10-07,North,Home,Mug Set,2,220.64,441.28,refunded
64,C1164,2024-08-26,West,Sports,Dumbbells,5,241.85,1209.25,pending
65,C1086,2024-12-03,North,Home,Candle,5,174.23,871.15,completed
66,C1158,2024-04-25,South,Clothing,T-Shirt,1,129.96,129.96,completed
67,C1037,2024-08-21,West,Books,History,2,361.98,723.96,completed
68,C1253,2024-07-23,South,Clothing,T-Shirt,1,391.42,391.42,completed
69,C1090,2024-12-22,Central,Sports,Yoga Mat,5,132.1,660.5,completed
70,C1233,2024-03-09,West,Books,History,5,301.76,1508.8,completed
71,C1258,2024-08-06,Central,Sports,Dumbbells,4,230.52,922.08,completed
72,C1141,2024-09-23,West,Books,Cookbook,3,225.53,676.59,pending
73,C1146,2024-04-30,East,Home,Mug Set,5,49.47,247.35,completed
74,C1118,2024-07-15,South,Books,Cookbook,1,213.28,213.28,completed
75,C1277,2024-08-26,West,Electronics,Smartwatch,4,200.83,803.32,refunded
76,C1010,2024-10-21,West,Sports,Yoga Mat,3,156.31,468.93,completed
77,C1214,2024-10-02,Central,Beauty,Moisturizer,4,117.51,470.04,completed
78,C1248,2024-01-15,West,Home,Blanket,2,421.84,843.68,completed
79,C1273,2024-01-14,West,Beauty,Lip Balm,1,51.12,51.12,completed
80,C1069,2024-08-24,South,Electronics,Speaker,4,170.39,681.56,completed
81,C1167,2024-06-21,West,Home,Blanket,3,419.1,1257.3,completed
82,C1009,2024-10-03,North,Home,Pillow,1,392.79,392.79,pending
83,C1020,2024-01-16,South,Clothing,T-Shirt,5,84.66,423.3,completed
84,C1242,2024-12-08,North,Beauty,Moisturizer,4,352.73,1410.92,completed
85,C1085,2024-11-06,Central,Books,Novel,2,482.7,965.4,completed
86,C1296,2024-01-14,East,Beauty,Shampoo,4,471.31,1885.24,completed
87,C1038,2024-10-30,South,Electronics,Speaker,5,404.7,2023.5,refunded
88,C1021,2024-06-26,Central,Sports,Water Bottle,1,257.91,257.91,completed
89,C1006,2024-08-03,West,Electronics,Charger,3,321.43,964.29,completed
90,C1078,2024-08-10,South,Books,History,3,311.79,935.37,refunded
91,C1247,2024-08-26,West,Books,History,3,167.92,503.76,completed
92,C1044,2024-05-22,West,Clothing,Sneakers,5,309.05,1545.25,completed
93,C1172,2024-01-15,West,Home,Pillow,4,113.93,455.72,completed
94,C1174,2024-05-23,Central,Books,Biography,5,14.96,74.8,completed
95,C1043,2024-05-03,West,Sports,Jump Rope,2,348.39,696.78,pending
96,C1251,2024-08-17,North,Electronics,Speaker,2,208.15,416.3,completed
97,C1156,2024-12-05,Central,Home,Blanket,5,270.14,1350.7,completed
98,C1281,2024-06-18,East,Books,Sci-Fi,3,160.24,480.72,completed
99,C1061,2024-04-08,East,Electronics,Keyboard,2,103.85,207.7,pending
100,C1247,2024-05-21,Central,Beauty,Lip Balm,3,490.44,1471.32,completed
101,C1151,2024-04-26,East,Clothing,Jacket,1,356.92,356.92,completed
102,C1140,2024-01-24,North,Beauty,Sunscreen,2,322.55,645.1,completed
103,C1052,2024-01-07,Central,Home,Blanket,4,225.82,903.28,completed
104,C1026,2024-05-09,West,Electronics,Headphones,4,250.95,1003.8,refunded
105,C1027,2024-03-18,South,Beauty,Sunscreen,1,497.01,497.01,completed
106,C1285,2024-08-01,Central,Beauty,Lip Balm,2,390.08,780.16,completed
107,C1230,2024-08-14,East,Beauty,Shampoo,3,288.62,865.86,completed
108,C1050,2024-04-16,South,Home,Lamp,2,127.52,255.04,refunded
109,C1038,2024-03-21,North,Sports,Resistance Band,5,240.25,1201.25,completed
110,C1118,2024-05-27,East,Books,Sci-Fi,1,346.81,346.81,completed
111,C1101,2024-08-05,North,Beauty,Moisturizer,2,455.11,910.22,completed
112,C1036,2024-01-31,South,Home,Candle,5,461.37,2306.85,completed
113,C1063,2024-08-27,East,Books,Sci-Fi,3,255.22,765.66,completed
114,C1224,2024-02-11,Central,Electronics,Charger,3,305.81,917.43,completed
115,C1046,2024-04-27,Central,Beauty,Serum,3,292.35,877.05,completed
116,C1240,2024-09-22,West,Home,Pillow,5,223.57,1117.85,completed
117,C1046,2024-08-28,East,Sports,Water Bottle,3,338.36,1015.08,completed
118,C1168,2024-07-29,West,Home,Blanket,5,27.97,139.85,completed
119,C1161,2024-05-09,East,Electronics,Charger,5,414.2,2071.0,completed
120,C1277,2024-08-24,West,Electronics,Smartwatch,5,187.26,936.3,completed
121,C1226,2024-01-27,South,Home,Candle,2,464.55,929.1,completed
122,C1248,2024-03-03,North,Books,History,2,357.78,715.56,completed
123,C1282,2024-01-08,Central,Sports,Yoga Mat,2,496.2,992.4,completed
124,C1236,2024-03-01,South,Sports,Water Bottle,5,355.64,1778.2,completed
125,C1247,2024-08-29,South,Sports,Jump Rope,2,197.95,395.9,refunded
126,C1260,2024-03-10,North,Home,Blanket,3,467.77,1403.31,refunded
127,C1136,2024-01-02,East,Books,Biography,5,294.15,1470.75,pending
128,C1250,2024-03-17,West,Beauty,Shampoo,3,172.89,518.67,refunded
129,C1193,2024-08-21,East,Clothing,Jeans,5,197.65,988.25,completed
130,C1022,2024-06-11,West,Books,Sci-Fi,4,494.31,1977.24,pending
131,C1077,2024-09-10,North,Clothing,Dress,5,172.67,863.35,completed
132,C1225,2024-02-21,Central,Sports,Yoga Mat,2,210.88,421.76,pending
133,C1079,2024-02-08,West,Home,Mug Set,5,349.42,1747.1,pending
134,C1041,2024-06-17,Central,Sports,Water Bottle,4,437.46,1749.84,completed
135,C1035,2024-04-30,East,Clothing,T-Shirt,4,489.38,1957.52,pending
136,C1051,2024-08-15,South,Books,Biography,1,32.53,32.53,completed
137,C1150,2024-07-02,East,Sports,Dumbbells,2,270.26,540.52,refunded
138,C1092,2024-03-28,South,Electronics,Keyboard,4,313.65,1254.6,completed
139,C1254,2024-10-25,South,Clothing,Sneakers,3,235.18,705.54,pending
140,C1004,2024-08-26,East,Books,History,2,46.18,92.36,completed
141,C1153,2024-11-23,West,Books,Biography,4,424.19,1696.76,completed
142,C1196,2024-09-04,North,Clothing,Sneakers,5,185.88,929.4,completed
143,C1151,2024-01-12,West,Home,Lamp,5,433.87,2169.35,pending
144,C1025,2024-11-06,West,Home,Pillow,5,402.94,2014.7,completed
145,C1097,2024-11-13,East,Books,Cookbook,1,452.66,452.66,pending
146,C1020,2024-06-07,West,Electronics,Keyboard,3,368.85,1106.55,completed
147,C1151,2024-06-16,West,Clothing,Jeans,2,395.38,790.76,completed
148,C1271,2024-09-13,East,Clothing,Jacket,4,484.01,1936.04,completed
149,C1173,2024-02-28,West,Electronics,Smartwatch,2,431.46,862.92,pending
150,C1203,2024-10-12,East,Electronics,Charger,1,139.57,139.57,completed
151,C1232,2024-07-07,East,Beauty,Shampoo,3,63.08,189.24,completed
152,C1241,2024-01-13,Central,Beauty,Sunscreen,5,118.46,592.3,completed
153,C1237,2024-12-24,East,Books,Sci-Fi,1,78.48,78.48,completed
154,C1155,2024-09-09,North,Electronics,Smartwatch,5,76.47,382.35,completed
155,C1189,2024-12-09,Central,Sports,Jump Rope,2,443.84,887.68,pending
156,C1050,2024-09-07,Central,Sports,Water Bottle,1,348.23,348.23,completed
157,C1227,2024-08-15,South,Home,Lamp,3,276.78,830.34,pending
158,C1183,2024-02-01,West,Home,Pillow,1,475.01,475.01,completed
159,C1046,2024-12-05,South,Books,History,1,34.77,34.77,completed
160,C1124,2024-03-05,Central,Clothing,T-Shirt,5,111.5,557.5,completed
161,C1119,2024-06-17,South,Beauty,Serum,3,430.61,1291.83,completed
162,C1066,2024-10-03,East,Clothing,T-Shirt,1,74.57,74.57,completed
163,C1121,2024-10-28,East,Electronics,Smartwatch,3,35.67,107.01,pending
164,C1215,2024-09-26,North,Books,Novel,4,229.64,918.56,completed
165,C1262,2024-10-30,North,Sports,Jump Rope,2,473.24,946.48,completed
166,C1266,2024-06-03,West,Books,Novel,1,499.3,499.3,completed
167,C1218,2024-12-17,North,Sports,Resistance Band,1,450.63,450.63,completed
168,C1075,2024-02-03,South,Home,Candle,5,278.68,1393.4,completed
169,C1195,2024-11-01,Central,Home,Blanket,5,306.65,1533.25,completed
170,C1058,2024-12-01,Central,Books,Cookbook,4,231.25,925.0,completed
171,C1211,2024-06-22,West,Sports,Resistance Band,1,163.14,163.14,completed
172,C1130,2024-07-10,South,Books,Sci-Fi,1,54.69,54.69,completed
173,C1047,2024-08-09,North,Books,Biography,2,282.61,565.22,refunded
174,C1287,2024-10-14,East,Books,Novel,4,183.25,733.0,pending
175,C1216,2024-01-27,East,Beauty,Sunscreen,3,60.75,182.25,refunded
176,C1108,2024-03-20,West,Clothing,T-Shirt,3,424.22,1272.66,completed
177,C1058,2024-05-22,Central,Clothing,Sneakers,5,487.52,2437.6,refunded
178,C1285,2024-01-14,Central,Books,Biography,1,98.39,98.39,pending
179,C1158,2024-06-22,East,Electronics,Smartwatch,2,287.49,574.98,completed
180,C1035,2024-03-13,North,Electronics,Keyboard,2,194.33,388.66,completed
181,C1174,2024-03-21,East,Home,Mug Set,5,302.14,1510.7,completed
182,C1079,2024-03-21,Central,Electronics,Headphones,3,227.12,681.36,completed
183,C1248,2024-11-06,West,Sports,Water Bottle,2,379.91,759.82,completed
184,C1176,2024-08-08,North,Home,Candle,4,268.19,1072.76,completed
185,C1023,2024-04-22,West,Beauty,Serum,1,110.16,110.16,completed
186,C1070,2024-05-10,East,Home,Lamp,1,253.71,253.71,completed
187,C1089,2024-03-07,West,Beauty,Moisturizer,5,283.76,1418.8,pending
188,C1181,2024-02-06,West,Books,Novel,4,19.17,76.68,completed
189,C1160,2024-10-21,West,Beauty,Shampoo,4,151.85,607.4,completed
190,C1010,2024-06-15,South,Beauty,Shampoo,3,53.17,159.51,completed
191,C1124,2024-08-11,Central,Sports,Jump Rope,1,203.92,203.92,completed
192,C1173,2024-04-23,East,Clothing,T-Shirt,5,320.27,1601.35,refunded
193,C1261,2024-04-09,East,Home,Pillow,2,60.36,120.72,completed
194,C1101,2024-03-29,Central,Clothing,T-Shirt,2,476.12,952.24,pending
195,C1252,2024-08-25,Central,Beauty,Shampoo,5,325.06,1625.3,refunded
196,C1165,2024-11-17,East,Clothing,Sneakers,1,239.76,239.76,pending
197,C1155,2024-05-20,Central,Electronics,Speaker,5,46.34,231.7,completed
198,C1231,2024-01-20,North,Home,Mug Set,1,325.88,325.88,completed
199,C1259,2024-07-15,West,Beauty,Lip Balm,1,230.36,230.36,refunded
200,C1096,2024-06-13,Central,Sports,Jump Rope,2,479.27,958.54,completed
201,C1052,2024-06-24,North,Beauty,Moisturizer,1,131.38,131.38,completed
202,C1224,2024-09-25,Central,Beauty,Moisturizer,3,192.69,578.07,completed
203,C1198,2024-07-28,East,Books,History,1,396.71,396.71,pending
204,C1171,2024-02-03,East,Electronics,Keyboard,4,149.22,596.88,pending
205,C1076,2024-06-19,North,Beauty,Moisturizer,3,162.0,486.0,pending
206,C1200,2024-03-07,Central,Books,Novel,3,283.86,851.58,pending
207,C1168,2024-03-06,Central,Electronics,Charger,5,187.29,936.45,completed
208,C1158,2024-04-02,South,Home,Blanket,2,121.0,242.0,completed
209,C1079,2024-02-09,East,Electronics,Keyboard,5,419.2,2096.0,refunded
210,C1019,2024-12-04,East,Beauty,Moisturizer,5,194.58,972.9,completed
211,C1092,2024-12-20,Central,Clothing,Sneakers,1,211.31,211.31,pending
212,C1121,2024-08-15,Central,Home,Blanket,2,271.66,543.32,completed
213,C1240,2024-04-09,East,Books,History,4,236.21,944.84,completed
214,C1195,2024-09-14,Central,Sports,Dumbbells,2,402.61,805.22,completed
215,C1128,2024-01-27,West,Home,Candle,1,358.58,358.58,refunded
216,C1063,2024-05-25,North,Clothing,Jacket,4,453.59,1814.36,completed
217,C1223,2024-02-16,South,Sports,Water Bottle,1,213.29,213.29,completed
218,C1257,2024-07-10,South,Sports,Yoga Mat,3,120.01,360.03,completed
219,C1050,2024-12-31,East,Clothing,Jeans,1,150.56,150.56,completed
220,C1071,2024-12-27,West,Sports,Jump Rope,1,453.86,453.86,completed
221,C1131,2024-04-20,South,Beauty,Lip Balm,5,217.38,1086.9,completed
222,C1121,2024-06-03,North,Electronics,Smartwatch,4,323.08,1292.32,refunded
223,C1234,2024-02-02,North,Sports,Jump Rope,5,18.04,90.2,refunded
224,C1294,2024-05-03,South,Home,Blanket,1,311.25,311.25,completed
225,C1292,2024-08-01,South,Books,Novel,5,487.57,2437.85,completed
226,C1269,2024-10-05,Central,Beauty,Lip Balm,1,201.31,201.31,completed
227,C1022,2024-11-21,West,Home,Mug Set,1,184.97,184.97,completed
228,C1176,2024-05-03,North,Beauty,Sunscreen,2,31.71,63.42,refunded
229,C1173,2024-11-25,South,Books,Sci-Fi,4,319.54,1278.16,completed
230,C1032,2024-08-22,North,Home,Pillow,1,397.63,397.63,completed
231,C1161,2024-06-07,Central,Sports,Jump Rope,4,134.11,536.44,pending
232,C1097,2024-05-26,East,Electronics,Speaker,3,70.98,212.94,completed
233,C1223,2024-07-23,West,Sports,Water Bottle,2,253.13,506.26,completed
234,C1188,2024-09-22,East,Electronics,Charger,1,220.99,220.99,completed
235,C1279,2024-05-30,East,Electronics,Headphones,3,333.84,1001.52,completed
236,C1228,2024-11-04,West,Clothing,Sneakers,3,229.08,687.24,pending
237,C1180,2024-11-10,West,Home,Lamp,1,338.87,338.87,completed
238,C1186,2024-09-19,South,Electronics,Smartwatch,5,342.25,1711.25,completed
239,C1017,2024-03-05,North,Clothing,Jacket,3,197.59,592.77,refunded
240,C1016,2024-11-05,South,Books,Sci-Fi,3,192.28,576.84,completed
241,C1293,2024-03-11,Central,Home,Blanket,3,328.27,984.81,completed
242,C1058,2024-01-14,South,Sports,Jump Rope,4,457.63,1830.52,completed
243,C1134,2024-05-13,West,Clothing,Dress,3,350.04,1050.12,completed
244,C1102,2024-03-03,South,Electronics,Charger,2,450.34,900.68,completed
245,C1044,2024-12-15,East,Books,Biography,1,279.49,279.49,completed
246,C1153,2024-03-21,South,Home,Candle,2,69.46,138.92,completed
247,C1071,2024-05-01,West,Electronics,Speaker,5,290.41,1452.05,completed
248,C1282,2024-03-07,Central,Electronics,Headphones,3,205.09,615.27,pending
249,C1245,2024-09-26,West,Sports,Jump Rope,1,71.4,71.4,completed
250,C1037,2024-08-18,West,Books,History,3,72.87,218.61,refunded
251,C1093,2024-03-07,West,Beauty,Serum,1,263.86,263.86,completed
252,C1084,2024-03-23,East,Books,Cookbook,3,474.26,1422.78,refunded
253,C1145,2024-02-10,East,Clothing,Dress,3,71.32,213.96,completed
254,C1273,2024-02-17,Central,Books,Cookbook,5,471.38,2356.9,completed
255,C1087,2024-12-03,Central,Books,History,3,422.83,1268.49,refunded
256,C1021,2024-01-15,North,Electronics,Keyboard,3,329.04,987.12,refunded
257,C1213,2024-11-12,North,Sports,Jump Rope,3,324.52,973.56,completed
258,C1247,2024-05-05,West,Home,Blanket,1,347.41,347.41,completed
259,C1225,2024-07-31,West,Sports,Dumbbells,3,307.25,921.75,completed
260,C1163,2024-06-25,West,Clothing,Jacket,5,285.2,1426.0,completed
261,C1123,2024-08-26,North,Home,Blanket,2,79.02,158.04,completed
262,C1148,2024-07-15,Central,Sports,Dumbbells,2,408.59,817.18,refunded
263,C1160,2024-04-07,South,Sports,Jump Rope,4,254.38,1017.52,completed
264,C1254,2024-01-12,North,Sports,Jump Rope,4,483.67,1934.68,completed
265,C1298,2024-06-29,North,Electronics,Speaker,4,302.77,1211.08,pending
266,C1240,2024-05-26,Central,Electronics,Headphones,4,75.62,302.48,completed
267,C1187,2024-07-25,East,Electronics,Charger,1,289.43,289.43,completed
268,C1185,2024-10-10,East,Electronics,Charger,5,230.66,1153.3,refunded
269,C1143,2024-11-15,Central,Electronics,Smartwatch,1,203.0,203.0,completed
270,C1285,2024-07-06,South,Clothing,Dress,5,206.67,1033.35,completed
271,C1023,2024-01-20,South,Books,Biography,4,264.46,1057.84,completed
272,C1263,2024-03-12,East,Beauty,Sunscreen,2,202.54,405.08,refunded
273,C1153,2024-10-30,East,Beauty,Lip Balm,5,250.01,1250.05,refunded
274,C1153,2024-08-31,North,Home,Mug Set,1,490.14,490.14,refunded
275,C1157,2024-12-18,North,Beauty,Shampoo,3,483.85,1451.55,refunded
276,C1295,2024-04-26,North,Beauty,Shampoo,2,266.86,533.72,pending
277,C1194,2024-03-16,South,Electronics,Keyboard,1,103.47,103.47,completed
278,C1160,2024-08-02,South,Sports,Dumbbells,4,255.88,1023.52,refunded
279,C1241,2024-02-01,South,Beauty,Moisturizer,5,169.26,846.3,pending
280,C1244,2024-09-26,West,Home,Pillow,4,456.93,1827.72,completed
281,C1279,2024-06-30,East,Beauty,Shampoo,2,479.09,958.18,completed
282,C1285,2024-06-01,South,Home,Mug Set,2,348.21,696.42,completed
283,C1162,2024-09-02,East,Beauty,Sunscreen,3,69.71,209.13,pending
284,C1278,2024-07-13,West,Home,Pillow,3,30.6,91.8,pending
285,C1040,2024-06-26,West,Books,Biography,4,114.84,459.36,refunded
286,C1138,2024-10-14,East,Clothing,T-Shirt,5,373.03,1865.15,completed
287,C1124,2024-01-26,Central,Clothing,Jeans,1,59.09,59.09,completed
288,C1241,2024-02-21,South,Electronics,Keyboard,2,209.37,418.74,completed
289,C1244,2024-11-29,South,Home,Mug Set,3,326.48,979.44,completed
290,C1293,2024-04-28,Central,Books,Novel,2,214.75,429.5,completed
291,C1018,2024-07-22,West,Clothing,Jacket,1,14.53,14.53,refunded
292,C1054,2024-06-20,East,Sports,Jump Rope,5,252.01,1260.05,completed
293,C1258,2024-08-27,East,Clothing,T-Shirt,3,89.61,268.83,completed
294,C1131,2024-04-05,North,Books,Biography,3,288.2,864.6,completed
295,C1089,2024-11-08,West,Sports,Jump Rope,3,52.49,157.47,pending
296,C1048,2024-04-04,South,Sports,Water Bottle,2,13.34,26.68,completed
297,C1120,2024-08-16,East,Home,Mug Set,5,364.2,1821.0,completed
298,C1133,2024-11-30,East,Books,Cookbook,1,337.21,337.21,completed
299,C1157,2024-03-22,West,Books,History,3,348.23,1044.69,pending
300,C1151,2024-07-07,Central,Clothing,Jeans,2,244.3,488.6,completed
301,C1191,2024-07-31,Central,Sports,Jump Rope,2,383.3,766.6,pending
302,C1041,2024-09-26,West,Beauty,Sunscreen,1,459.44,459.44,completed
303,C1031,2024-10-07,Central,Clothing,Dress,5,83.42,417.1,completed
304,C1266,2024-08-14,North,Books,Cookbook,5,249.52,1247.6,refunded
305,C1228,2024-01-29,West,Clothing,Dress,4,233.82,935.28,completed
306,C1286,2024-08-24,East,Books,Novel,4,134.67,538.68,completed
307,C1111,2024-10-23,North,Electronics,Charger,3,353.18,1059.54,refunded
308,C1030,2024-02-05,West,Electronics,Speaker,4,98.18,392.72,completed
309,C1215,2024-07-10,West,Sports,Resistance Band,4,49.31,197.24,pending
310,C1276,2024-03-09,East,Electronics,Smartwatch,5,202.59,1012.95,completed
311,C1114,2024-01-02,North,Home,Blanket,5,217.81,1089.05,completed
312,C1117,2024-05-06,West,Home,Pillow,3,102.35,307.05,pending
313,C1057,2024-01-17,West,Beauty,Serum,2,110.97,221.94,completed
314,C1017,2024-08-16,Central,Books,Novel,2,372.86,745.72,completed
315,C1224,2024-04-29,Central,Clothing,T-Shirt,2,256.9,513.8,completed
316,C1119,2024-10-21,East,Beauty,Lip Balm,3,126.07,378.21,completed
317,C1266,2024-04-23,West,Home,Mug Set,1,282.78,282.78,refunded
318,C1089,2024-11-16,West,Beauty,Shampoo,1,486.41,486.41,pending
319,C1195,2024-09-25,East,Books,Sci-Fi,4,83.11,332.44,completed
320,C1094,2024-10-02,West,Clothing,Jeans,3,430.19,1290.57,completed
321,C1237,2024-01-30,Central,Sports,Resistance Band,5,269.69,1348.45,completed
322,C1124,2024-05-10,South,Home,Lamp,4,425.09,1700.36,completed
323,C1274,2024-04-07,North,Home,Blanket,5,305.42,1527.1,completed
324,C1096,2024-10-27,Central,Clothing,Sneakers,2,436.03,872.06,completed
325,C1155,2024-01-08,South,Clothing,T-Shirt,4,458.07,1832.28,pending
326,C1104,2024-07-22,South,Beauty,Sunscreen,3,196.51,589.53,refunded
327,C1183,2024-06-06,East,Home,Candle,4,238.33,953.32,pending
328,C1240,2024-06-12,South,Home,Mug Set,4,32.39,129.56,completed
329,C1074,2024-01-09,East,Beauty,Lip Balm,5,362.8,1814.0,completed
330,C1078,2024-04-10,East,Clothing,Sneakers,5,418.34,2091.7,completed
331,C1281,2024-12-01,East,Home,Blanket,4,235.8,943.2,pending
332,C1180,2024-03-27,South,Books,History,4,100.17,400.68,refunded
333,C1030,2024-09-25,North,Electronics,Headphones,1,212.06,212.06,pending
334,C1118,2024-02-04,South,Electronics,Smartwatch,5,233.43,1167.15,completed
335,C1247,2024-12-03,West,Electronics,Headphones,5,280.3,1401.5,completed
336,C1008,2024-09-28,East,Beauty,Sunscreen,1,256.08,256.08,pending
337,C1220,2024-04-01,North,Electronics,Keyboard,2,128.06,256.12,refunded
338,C1269,2024-05-09,East,Home,Blanket,1,192.79,192.79,completed
339,C1235,2024-10-16,South,Books,Cookbook,3,345.17,1035.51,completed
340,C1016,2024-02-17,West,Sports,Resistance Band,5,243.23,1216.15,pending
341,C1004,2024-12-25,South,Electronics,Charger,4,325.99,1303.96,completed
342,C1289,2024-02-18,Central,Electronics,Smartwatch,2,451.61,903.22,pending
343,C1290,2024-08-31,East,Electronics,Headphones,3,450.65,1351.95,refunded
344,C1016,2024-04-01,East,Electronics,Smartwatch,5,80.64,403.2,pending
345,C1203,2024-02-09,East,Clothing,Dress,2,287.67,575.34,completed
346,C1276,2024-06-18,West,Books,Cookbook,1,255.38,255.38,completed
347,C1027,2024-02-20,West,Clothing,T-Shirt,3,306.52,919.56,refunded
348,C1203,2024-06-16,North,Books,Biography,4,250.39,1001.56,completed
349,C1283,2024-07-11,West,Clothing,Dress,4,51.98,207.92,refunded
350,C1151,2024-05-06,North,Electronics,Speaker,2,196.19,392.38,pending
351,C1078,2024-07-18,East,Home,Lamp,1,12.54,12.54,completed
352,C1227,2024-07-03,East,Electronics,Smartwatch,1,101.81,101.81,completed
353,C1285,2024-10-11,Central,Sports,Yoga Mat,1,53.9,53.9,refunded
354,C1047,2024-11-01,Central,Home,Blanket,1,153.0,153.0,completed
355,C1043,2024-10-13,South,Beauty,Lip Balm,2,345.79,691.58,completed
356,C1071,2024-05-17,East,Home,Blanket,2,40.99,81.98,completed
357,C1141,2024-08-03,East,Sports,Yoga Mat,3,133.32,399.96,completed
358,C1253,2024-10-31,Central,Clothing,Sneakers,1,76.38,76.38,completed
359,C1202,2024-06-19,Central,Sports,Water Bottle,4,174.01,696.04,pending
360,C1069,2024-06-02,East,Beauty,Moisturizer,4,163.94,655.76,completed
361,C1163,2024-05-29,West,Beauty,Moisturizer,3,194.26,582.78,completed
