customer_id,name,segment,region,signup_date
C000153,Customer 153,Business,West,2020-06-29
C000154,Customer 154,Business,West,2023-02-07
C000155,Customer 155,Premium,East,2019-10-06
C000156,Customer 156,Business,South,2020-06-06
C000157,Customer 157,Business,West,2020-02-19
C000158,Customer 158,Retail,North,2021-09-05
C000159,Customer 159,Student,South,2021-05-22
C000160,Customer 160,Student,North,2021-03-03
C000161,Customer 161,Premium,East,2022-12-28
C000162,Customer 162,Premium,North,2023-01-16
C000163,Customer 163,Business,East,2022-02-26
C000164,Customer 164,Student,South,2019-12-23
C000165,Customer 165,Retail,West,2022-03-14
C000166,Customer 166,Retail,South,2021-04-20
C000167,Customer 167,Retail,North,2021-12-02
C000168,Customer 168,Premium,North,2021-10-25
C000169,Customer 169,Premium,South,2021-05-15
C000170,Customer 170,Student,East,2021-05-18
C000171,Customer 171,Business,North,2022-05-15
C000172,Customer 172,Student,East,2021-11-07
C000173,Customer 173,Premium,East,2020-03-21
C000174,Customer 174,Student,South,2022-04-21
C000175,Customer 175,Retail,North,2019-05-25
C000176,Customer 176,Retail,East,2022-06-09
C000177,Customer 177,Business,North,2022-02-23
C000178,Customer 178,Student,West,2021-02-23
C000179,Customer 179,Business,North,2019-01-19
C000180,Customer 180,Business,North,2021-01-11
C000181,Customer 181,Student,East,2022-02-12
C000182,Customer 182,Retail,East,2022-10-01
C000183,Customer 183,Student,North,2021-05-08
C000184,Customer 184,Premium,North,2020-09-01
C000185,Customer 185,Premium,South,2021-11-13
C000186,Customer 186,Student,East,2020-10-31
C000187,Customer 187,Retail,South,2022-09-20
C000188,Customer 188,Premium,North,2019-05-26
C000189,Customer 189,Retail,North,2020-05-01
C000190,Customer 190,Premium,East,2019-11-14
C000191,Customer 191,Premium,West,2022-05-25
C000192,Customer 192,Retail,East,2021-07-06
C000193,Customer 193,Student,South,2021-03-01
C000194,Customer 194,Retail,East,2021-12-22
C000195,Customer 195,Business,North,2019-03-29
C000196,Customer 196,Student,North,2022-09-03
C000197,Customer 197,Business,South,2021-05-05
C000198,Customer 198,Student,North,2020-03-12
C000199,Customer 199,Premium,North,2022-03-26
C000200,Customer 200,Retail,South,2019-08-16
C000201,Customer 201,Student,North,2021-11-18
C000202,Customer 202,Student,South,2022-12-16
C000203,Customer 203,Business,West,2021-01-26
C000204,Customer 204,Business,East,2020-02-23
C000205,Customer 205,Student,South,2020-05-18
C000206,Customer 206,Business,South,2019-09-21
C000207,Customer 207,Business,North,2019-07-11
C000208,Customer 208,Premium,West,2022-10-26
C000209,Customer 209,Retail,North,2021-11-04
C000210,Customer 210,Retail,North,2021-08-30
C000211,Customer 211,Student,East,2019-05-05
C000212,Customer 212,Student,West,2019-08-10
C000213,Customer 213,Premium,East,2021-03-26
C000214,Customer 214,Business,East,2020-03-22
C000215,Customer 215,Business,West,2022-04-30
C000216,Customer 216,Premium,East,2021-06-13
C000217,Customer 217,Student,East,2021-12-07
C000218,Customer 218,Student,North,2021-07-18
C000219,Customer 219,Business,East,2019-05-17
C000220,Customer 220,Student,North,2020-03-27
C000221,Customer 221,Retail,East,2020-12-13
C000222,Customer 222,Retail,South,2021-06-12
C000223,Customer 223,Student,South,2022-02-18
C000224,Customer 224,Retail,West,2019-08-16
C000225,Customer 225,Student,South,2019-09-23
C000226,Customer 226,Premium,North,2021-10-17
C000227,Customer 227,Student,South,2021-05-30
C000228,Customer 228,Retail,North,2020-11-03
C000229,Customer 229,Business,North,2023-01-30
C000230,Customer 230,Premium,North,2023-01-17
C000231,Customer 231,Retail,North,2019-10-01
C000232,Customer 232,Retail,South,2020-08-28
C000233,Customer 233,Retail,South,2019-01-14
C000234,Customer 234,Premium,North,2020-03-15
C000235,Customer 235,Student,South,2021-06-14
C000236,Customer 236,Business,North,2021-01-18
C000237,Customer 237,Student,South,2022-01-19
C000238,Customer 238,Student,West,2020-01-07
C000239,Customer 239,Retail,West,2022-01-21
C000240,Customer 240,Retail,North,2021-11-21
C000241,Customer 241,Business,South,2020-09-06
C000242,Customer 242,Student,South,2020-03-03
C000243,Customer 243,Premium,North,2021-02-15
C000244,Customer 244,Retail,East,2022-10-21
C000245,Customer 245,Retail,West,2022-12-13
C000246,Customer 246,Premium,South,2020-02-01
C000247,Customer 247,Business,North,2022-02-11
C000248,Customer 248,Premium,West,2021-11-06
C000249,Customer 249,Business,South,2022-09-30
C000250,Customer 250,Student,West,2021-04-02
C000251,Customer 251,Retail,West,2022-11-06
C000252,Customer 252,Retail,West,2020-03-29
C000253,Customer 253,Premium,North,2019-04-23
C000254,Customer 254,Business,South,2020-05-23
C000255,Customer 255,Premium,North,2020-06-10
C000256,Customer 256,Retail,South,2021-11-28
C000257,Customer 257,Student,South,2020-05-30
C000258,Customer 258,Business,South,2022-02-24
C000259,Customer 259,Student,East,2022-03-07
C000260,Customer 260,Retail,South,2020-08-10
C000261,Customer 261,Business,West,2021-02-05
C000262,Customer 262,Premium,North,2022-09-14
C000263,Customer 263,Student,South,2019-04-22
C000264,Customer 264,Business,South,2022-03-27
C000265,Customer 265,Premium,South,2019-08-17
C000266,Customer 266,Retail,North,2021-07-25
C000267,Customer 267,Student,West,2020-09-08
C000268,Customer 268,Retail,East,2019-09-24
C000269,Customer 269,Retail,North,2020-02-26
C000270,Customer 270,Retail,South,2019-02-13
C000271,Customer 271,Retail,East,2022-05-02
C000272,Customer 272,Retail,West,2020-04-25
C000273,Customer 273,Retail,South,2020-08-22
C000274,Customer 274,Business,East,2020-06-18
C000275,Customer 275,Student,South,2019-09-24
C000276,Customer 276,Student,East,2020-07-15
C000277,Customer 277,Business,South,2022-01-23
C000278,Customer 278,Student,South,2022-08-01
C000279,Customer 279,Student,South,2021-12-21
C000280,Customer 280,Business,West,2022-05-10
C000281,Customer 281,Premium,South,2021-08-11
C000282,Customer 282,Student,West,2022-01-10
C000283,Customer 283,Business,East,2021-01-02
C000284,Customer 284,Business,East,2022-03-18
C000285,Customer 285,Premium,South,2020-09-08
C000286,Customer 286,Student,West,2021-12-10
C000287,Customer 287,Business,East,2019-12-29
C000288,Customer 288,Business,West,2020-03-30
C000289,Customer 289,Retail,East,2020-03-15
C000290,Customer 290,Student,South,2020-01-31
C000291,Customer 291,Retail,West,2021-10-31
C000292,Customer 292,Business,North,2019-04-24
C000293,Customer 293,Student,South,2020-07-18
C000294,Customer 294,Premium,North,2021-05-04
C000295,Customer 295,Premium,South,2019-06-08
C000296,Customer 296,Business,West,2020-11-23
C000297,Customer 297,Premium,East,2019-08-01
C000298,Customer 298,Premium,East,2020-05-11
C000299,Customer 299,Retail,South,2020-11-09
C000300,Customer 300,Student,West,2022-05-25
C000301,Customer 301,Business,West,2021-12-12
C000302,Customer 302,Retail,West,2022-08-23
C000303,Customer 303,Retail,West,2019-04-06
C000304,Customer 304,Premium,West,2019-11-28
C000305,Customer 305,Student,West,2019-11-07
C000306,Customer 306,Premium,South,2021-09-20
C000307,Customer 307,Student,North,2019-12-25
C000308,Customer 308,Premium,West,2019-02-12
C000309,Customer 309,Premium,North,2022-05-27
C000310,Customer 310,Retail,West,2020-05-14
C000311,Customer 311,Student,West,2019-02-01
C000312,Customer 312,Student,South,2021-09-05
C000313,Customer 313,Premium,East,2022-02-18
C000314,Customer 314,Business,South,2023-01-17
C000315,Customer 315,Premium,West,2022-06-09
C000316,Customer 316,Premium,South,2019-02-07
C000317,Customer 317,Business,South,2020-12-08
C000318,Customer 318,Premium,North,2019-06-28
C000319,Customer 319,Student,West,2021-09-24
C000320,Customer 320,Business,North,2022-10-16
C000321,Customer 321,Premium,South,2022-02-18
C000322,Customer 322,Premium,South,2020-02-07
C000323,Customer 323,Premium,North,2023-01-03
C000324,Customer 324,Student,South,2021-07-04
C000325,Customer 325,Business,South,2021-08-20
C000326,Customer 326,Retail,West,2022-09-18
C000327,Customer 327,Premium,East,2021-05-08
C000328,Customer 328,Business,West,2021-06-07
C000329,Customer 329,Premium,North,2019-07-11
C000330,Customer 330,Premium,East,2021-04-15
C000331,Customer 331,Premium,South,2019-12-15
C000332,Customer 332,Student,North,2019-06-23
C000333,Customer 333,Student,West,2021-12-13
C000334,Customer 334,Student,North,2019-06-07
C000335,Customer 335,Retail,West,2022-10-19
C000336,Customer 336,Business,West,2022-10-18
C000337,Customer 337,Premium,East,2022-10-08
C000338,Customer 338,Business,West,2020-10-31
C000339,Customer 339,Premium,West,2019-02-16
C000340,Customer 340,Premium,West,2019-02-02
C000341,Customer 341,Retail,South,2020-09-04
C000342,Customer 342,Business,North,2019-08-12
C000343,Customer 343,Premium,East,2021-04-09
C000344,Customer 344,Premium,East,2019-05-29
C000345,Customer 345,Business,East,2019-02-01
C000346,Customer 346,Business,East,2022-08-08
C000347,Customer 347,Business,West,2021-06-24
C000348,Customer 348,Premium,West,2022-06-25
C000349,Customer 349,Retail,East,2019-07-14
C000350,Customer 350,Retail,East,2021-04-19
C000351,Customer 351,Business,West,2020-02-23
C000352,Customer 352,Business,South,2020-07-17
C000353,Customer 353,Business,West,2019-12-24
C000354,Customer 354,Retail,North,2019-12-07
C000355,Customer 355,Premium,North,2019-04-26
C000356,Customer 356,Retail,South,2022-06-13
C000357,Customer 357,Student,East,2021-11-20
C000358,Customer 358,Premium,North,2022-04-10
C000359,Customer 359,Student,West,2022-12-26
C000360,Customer 360,Business,South,2020-03-10
C000361,Customer 361,Premium,East,2021-08-02
C000362,Customer 362,Business,North,2021-05-21
C000363,Customer 363,Premium,South,2020-07-02
C000364,Customer 364,Business,North,2020-10-26
C000365,Customer 365,Business,West,2021-04-17
C000366,Customer 366,Premium,North,2019-03-20
C000367,Customer 367,Business,South,2021-06-18
C000368,Customer 368,Student,South,2019-10-02
C000369,Customer 369,Premium,West,2019-12-18
C000370,Customer 370,Business,West,2022-02-14
C000371,Customer 371,Business,North,2021-07-08
C000372,Customer 372,Student,West,2020-11-18
C000373,Customer 373,Business,West,2019-04-10
C000374,Customer 374,Premium,North,2022-03-14
C000375,Customer 375,Premium,South,2019-06-19
C000376,Customer 376,Retail,East,2019-11-20
C000377,Customer 377,Retail,South,2022-08-05
C000378,Customer 378,Retail,West,2022-05-04
C000379,Customer 379,Business,North,2021-07-31
C000380,Customer 380,Student,West,2021-01-21
C000381,Customer 381,Premium,South,2021-05-25
C000382,Customer 382,Premium,North,2020-08-25
C000383,Customer 383,Retail,East,2021-05-13
C000384,Customer 384,Premium,East,2020-10-13
C000385,Customer 385,Premium,West,2020-06-29
C000386,Customer 386,Student,West,2020-03-10
C000387,Customer 387,Retail,West,2023-01-23
C000388,Customer 388,Business,East,2019-11-12
C000389,Customer 389,Student,East,2021-02-08
C000390,Customer 390,Retail,West,2022-03-19
C000391,Customer 391,Premium,East,2022-11-21
C000392,Customer 392,Retail,West,2020-03-25
C000393,Customer 393,Business,South,2021-07-26
C000394,Customer 394,Student,West,2019-07-26
C000395,Customer 395,Business,North,2021-09-23
C000396,Customer 396,Retail,East,2022-12-05
C000397,Customer 397,Retail,West,2023-01-31
C000398,Customer 398,Student,West,2021-03-22
C000399,Customer 399,Business,South,2021-07-16
C000400,Customer 400,Retail,West,2021-09-11
C000401,Customer 401,Retail,East,2022-04-21
C000402,Customer 402,Business,North,2021-07-30
C000403,Customer 403,Business,South,2023-01-05
C000404,Customer 404,Student,North,2021-09-13
C000405,Customer 405,Business,East,2021-04-19
C000406,Customer 406,Business,West,2019-09-03
C000407,Customer 407,Business,North,2020-02-22
C000408,Customer 408,Premium,North,2019-09-10
C000409,Customer 409,Premium,South,2019-12-29
C000410,Customer 410,Premium,North,2021-02-04
C000411,Customer 411,Premium,North,2020-04-12
C000412,Customer 412,Premium,South,2022-10-01
C000413,Customer 413,Premium,North,2022-10-15
C000414,Customer 414,Student,East,2022-09-29
C000415,Customer 415,Premium,West,2020-08-28
C000416,Customer 416,Student,East,2023-01-07
C000417,Customer 417,Premium,South,2020-08-10
C000418,Customer 418,Retail,North,2021-03-10
C000419,Customer 419,Student,North,2020-08-08
C000420,Customer 420,Business,West,2022-05-26
C000421,Customer 421,Premium,South,2020-02-13
C000422,Customer 422,Business,East,2020-03-11
C000423,Customer 423,Business,East,2022-01-18
C000424,Customer 424,Student,South,2022-08-16
C000425,Customer 425,Business,South,2020-06-01
C000426,Customer 426,Student,South,2021-08-07
C000427,Customer 427,Premium,East,2022-01-26
C000428,Customer 428,Retail,North,2020-10-18
C000429,Customer 429,Premium,South,2020-02-29
C000430,Customer 430,Student,West,2019-07-02
C000431,Customer 431,Student,East,2021-02-07
C000432,Customer 432,Retail,East,2020-12-01
C000433,Customer 433,Premium,North,2022-12-16
C000434,Customer 434,Retail,East,2021-02-07
C000435,Customer 435,Business,West,2022-09-01
C000436,Customer 436,Premium,East,2022-03-07
C000437,Customer 437,Business,North,2019-12-12
C000438,Customer 438,Business,West,2020-08-21
C000439,Customer 439,Premium,West,2021-09-18
C000440,Customer 440,Premium,North,2021-03-29
C000441,Customer 441,Retail,South,2022-05-21
C000442,Customer 442,Student,North,2021-03-15
C000443,Customer 443,Retail,East,2021-04-25
C000444,Customer 444,Premium,North,2019-11-05
C000445,Customer 445,Retail,South,2021-04-13
C000446,Customer 446,Premium,West,2023-01-17
C000447,Customer 447,Retail,South,2020-12-09
C000448,Customer 448,Student,South,2020-07-16
C000449,Customer 449,Premium,West,2021-08-04
C000450,Customer 450,Student,East,2020-03-02
C000451,Customer 451,Student,West,2021-08-22
C000452,Customer 452,Student,East,2021-07-03
C000453,Customer 453,Business,North,2021-09-19
C000454,Customer 454,Student,North,2022-03-20
C000455,Customer 455,Student,North,2021-11-29
C000456,Customer 456,Retail,South,2022-05-29
C000457,Customer 457,Student,West,2020-04-09
C000458,Customer 458,Student,East,2022-12-09
C000459,Customer 459,Retail,North,2020-09-06
C000460,Customer 460,Business,South,2020-09-08
C000461,Customer 461,Business,West,2020-01-06
C000462,Customer 462,Premium,West,2020-12-06
C000463,Customer 463,Premium,North,2021-01-06
C000464,Customer 464,Business,West,2021-02-25
C000465,Customer 465,Business,West,2021-01-17
C000466,Customer 466,Business,West,2021-02-26
C000467,Customer 467,Business,South,2022-01-30
C000468,Customer 468,Premium,East,2022-06-21
C000469,Customer 469,Retail,East,2019-07-13
C000470,Customer 470,Student,West,2020-09-19
C000471,Customer 471,Premium,East,2020-03-08
C000472,Customer 472,Retail,North,2020-04-12
C000473,Customer 473,Retail,North,2020-01-13
C000474,Customer 474,Premium,West,2021-04-06
C000475,Customer 475,Student,East,2019-02-21
C000476,Customer 476,Business,West,2020-12-11
C000477,Customer 477,Student,West,2020-07-08
C000478,Customer 478,Retail,East,2019-06-23
C000479,Customer 479,Business,East,2022-06-12
C000480,Customer 480,Retail,East,2019-03-28
C000481,Customer 481,Retail,West,2022-01-14
C000482,Customer 482,Retail,East,2021-03-05
C000483,Customer 483,Retail,North,2019-07-04
C000484,Customer 484,Student,South,2019-06-27
C000485,Customer 485,Student,North,2022-08-29
C000486,Customer 486,Premium,North,2020-04-05
C000487,Customer 487,Student,West,2022-02-22
C000488,Customer 488,Student,East,2023-02-07
C000489,Customer 489,Business,South,2022-11-09
C000490,Customer 490,Retail,North,2021-09-08
C000491,Customer 491,Retail,East,2022-07-03
C000492,Customer 492,Premium,West,2022-04-30
C000493,Customer 493,Retail,North,2021-01-26
C000494,Customer 494,Retail,South,2019-04-07
C000495,Customer 495,Retail,North,2022-10-20
C000496,Customer 496,Student,North,2022-07-10
C000497,Customer 497,Retail,East,2022-10-06
C000498,Customer 498,Business,South,2019-01-15
C000499,Customer 499,Student,West,2020-11-02
C000500,Customer 500,Retail,South,2022-10-11
C000501,Customer 501,Business,South,2019-01-25
C000502,Customer 502,Premium,North,2021-04-27
C000503,Customer 503,Business,South,2021-08-02
C000504,Customer 504,Student,North,2022-12-05
C000505,Customer 505,Student,South,2022-03-11
C000506,Customer 506,Student,West,2020-01-08
C000507,Customer 507,Business,West,2020-03-12
C000508,Customer 508,Retail,North,2021-10-07
C000509,Customer 509,Retail,North,2022-02-24
C000510,Customer 510,Student,West,2022-06-05
C000511,Customer 511,Retail,South,2022-12-10
C000512,Customer 512,Business,South,2020-10-31
C000513,Customer 513,Business,North,2022-04-25
C000514,Customer 514,Retail,East,2019-06-14
C000515,Customer 515,Student,North,2019-12-21
C000516,Customer 516,Retail,North,2019-12-28
C000517,Customer 517,Premium,North,2021-08-11
C000518,Customer 518,Retail,South,2020-03-12
C000519,Customer 519,Student,East,2022-11-18
C000520,Customer 520,Student,North,2020-01-04
C000521,Customer 521,Premium,South,2020-02-08
C000522,Customer 522,Student,West,2021-04-26
C000523,Customer 523,Premium,West,2022-05-27
C000524,Customer 524,Student,East,2019-05-19
C000525,Customer 525,Retail,West,2021-08-09
C000526,Customer 526,Business,North,2019-05-05
C000527,Customer 527,Business,North,2022-11-25
C000528,Customer 528,Business,North,2020-09-07
C000529,Customer 529,Premium,North,2019-08-27
C000530,Customer 530,Business,South,2019-04-24
C000531,Customer 531,Retail,West,2020-06-15
C000532,Customer 532,Premium,West,2019-07-21
C000533,Customer 533,Premium,North,2021-01-30
C000534,Customer 534,Student,West,2019-02-14
C000535,Customer 535,Retail,North,2020-11-02
C000536,Customer 536,Premium,East,2019-04-09
C000537,Customer 537,Business,West,2019-01-17
C000538,Customer 538,Business,West,2022-03-27
C000539,Customer 539,Retail,South,2021-10-05
C000540,Customer 540,Retail,East,2020-08-25
C000541,Customer 541,Business,East,2019-03-10
C000542,Customer 542,Business,South,2021-04-07
C000543,Customer 543,Student,South,2021-11-22
C000544,Customer 544,Premium,West,2020-04-01
C000545,Customer 545,Retail,West,2020-05-14
C000546,Customer 546,Premium,North,2021-08-14
C000547,Customer 547,Retail,North,2021-05-30
C000548,Customer 548,Business,South,2020-08-25
C000549,Customer 549,Retail,South,2022-04-24
C000550,Customer 550,Retail,East,2021-06-01
C000551,Customer 551,Retail,East,2019-06-21
C000552,Customer 552,Business,East,2021-05-06
C000553,Customer 553,Student,North,2023-02-09
C000554,Customer 554,Retail,South,2019-11-30
C000555,Customer 555,Retail,West,2019-10-13
C000556,Customer 556,Retail,South,2019-02-22
C000557,Customer 557,Business,West,2021-12-24
C000558,Customer 558,Business,North,2020-02-25
C000559,Customer 559,Business,South,2021-04-24
C000560,Customer 560,Business,South,2021-02-16
C000561,Customer 561,Business,North,2019-06-23
C000562,Customer 562,Retail,North,2019-03-01
C000563,Customer 563,Student,West,2020-10-07
C000564,Customer 564,Retail,West,2019-07-20
C000565,Customer 565,Business,South,2020-05-06
C000566,Customer 566,Business,South,2019-09-24
C000567,Customer 567,Business,East,2020-01-11
C000568,Customer 568,Retail,North,2020-05-01
C000569,Customer 569,Student,West,2019-11-15
C000570,Customer 570,Business,East,2019-06-03
C000571,Customer 571,Student,North,2019-04-23
C000572,Customer 572,Business,North,2020-07-12
C000573,Customer 573,Business,North,2022-09-22
C000574,Customer 574,Premium,East,2020-03-10
C000575,Customer 575,Retail,North,2020-05-09
C000576,Customer 576,Retail,South,2019-04-20
C000577,Customer 577,Student,North,2021-10-23
C000578,Customer 578,Premium,South,2021-02-24
C000579,Customer 579,Student,East,2019-11-19
C000580,Customer 580,Premium,East,2020-06-15
C000581,Customer 581,Premium,East,2023-02-08
C000582,Customer 582,Business,West,2022-02-23
C000583,Customer 583,Retail,South,2020-01-24
C000584,Customer 584,Business,West,2021-11-18
C000585,Customer 585,Retail,West,2021-05-11
C000586,Customer 586,Business,East,2021-07-16
C000587,Customer 587,Premium,East,2020-04-25
C000588,Customer 588,Premium,North,2020-07-30
C000589,Customer 589,Student,South,2022-11-16
C000590,Customer 590,Premium,South,2020-02-11
C000591,Customer 591,Retail,West,2021-05-26
C000592,Customer 592,Retail,South,2022-07-24
C000593,Customer 593,Retail,North,2020-07-23
C000594,Customer 594,Premium,North,2019-04-05
C000595,Customer 595,Business,North,2021-06-01
C000596,Customer 596,Premium,North,2019-07-04
C000597,Customer 597,Business,South,2021-09-05
C000598,Customer 598,Retail,East,2022-12-05
C000599,Customer 599,Premium,East,2022-12-18
C000600,Customer 600,Student,West,2021-08-21
C000601,Customer 601,Retail,East,2019-03-23
C000602,Customer 602,Business,West,2019-08-29
C000603,Customer 603,Student,West,2020-11-03
C000604,Customer 604,Premium,South,2019-12-04
C000605,Customer 605,Business,North,2021-06-23
C000606,Customer 606,Premium,West,2020-01-22
C000607,Customer 607,Premium,South,2020-06-01
C000608,Customer 608,Premium,West,2022-11-29
C000609,Customer 609,Student,East,2022-08-08
C000610,Customer 610,Business,West,2022-07-20
C000611,Customer 611,Retail,South,2022-04-24
C000612,Customer 612,Business,East,2019-02-08
C000613,Customer 613,Premium,West,2020-12-06
C000614,Customer 614,Student,South,2019-06-04
C000615,Customer 615,Student,South,2020-07-05
C000616,Customer 616,Student,South,2021-01-13
C000617,Customer 617,Premium,West,2020-02-28
C000618,Customer 618,Student,East,2020-10-30
C000619,Customer 619,Premium,South,2019-07-14
C000620,Customer 620,Business,South,2021-09-24
